"pressure","velocity:0","velocity:1","velocity:2","velocityU","h","nu","tke","epsilon","F1","F2","Fmu","SijSij","lm","u","pressureactual","D","E","velocity-raw:0","velocity-raw:1","velocity-raw:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-5.5e-05,0.058260001,1e-06,0,0.058260001,0.0039059999,0,0.00043799999,0.0010939999,1,1,0.0070549999,431.91907,7.0000001e-06,0,-5.5e-05,0.0041749999,-0.0076660002,0.058214001,2e-06,0,1,0,20,0,0
-5.5e-05,0.269207,1.1e-05,0,0.269207,0.011719,2.3000001e-05,0.005039,0.0067810002,1,1,0.069512002,243.4209,0.00040399999,0,-5.5e-05,0.0053369999,-0.000313,0.269014,1.5e-05,0,1,0.0099999998,20,0.0099999998,0
-5.5e-05,0.441522,3.9999999e-05,0,0.441522,0.023437999,0.00015000001,0.0091559999,0.0088640004,1,1,0.176534,47.92337,0.001923,0,-5.5e-05,0.0024240001,-1e-06,0.441246,4.5000001e-05,0,1,0.02,20,0.02,0
-5.4e-05,0.50363803,6.2999999e-05,0,0.50363803,0.03125,0.00025300001,0.0096920002,0.0078189997,1,1,0.233909,22.137573,0.003147,0,-5.4e-05,0.0014440001,-0,0.50333101,6.9000002e-05,0,1,0.029999999,20,0.029999999,0
-5.4e-05,0.56636697,0.000102,0,0.56636697,0.042969,0.00041400001,0.0097030001,0.0062799999,1,1,0.306898,9.706337,0.0051489999,0,-5.4e-05,0.000764,-0,0.56602502,0.000109,0,1,0.039999999,20,0.039999999,0
-5.3e-05,0.59722698,0.00013,0,0.59722698,0.050781,0.00052300002,0.0095429998,0.0054759998,1,1,0.34925401,6.3982892,0.0065540001,0,-5.3e-05,0.00053800002,-0,0.59686601,0.000138,0,1,0.050000001,20,0.050000001,0
-5.3e-05,0.634027,0.00017499999,0,0.634027,0.0625,0.00068400003,0.009234,0.0045500002,1,1,0.405579,3.873019,0.008719,0,-5.3e-05,0.000344,-0,0.63364202,0.000183,0,1,0.059999999,20,0.059999999,0
-5.1999999e-05,0.65426898,0.000207,0,0.65426898,0.070312001,0.00078900001,0.0090180002,0.0040719998,1,1,0.439143,2.9368899,0.01018,0,-5.1999999e-05,0.00026500001,-0,0.65386999,0.00021499999,0,1,0.07,20,0.07,0
-5.0999999e-05,0.68020302,0.000256,0,0.68020302,0.082030997,0.00094200001,0.0086989999,0.0035010001,1,1,0.48450199,2.063051,0.012374,0,-5.0999999e-05,0.00018800001,-0,0.67978698,0.000264,0,1,0.079999998,20,0.079999998,0
-5.0999999e-05,0.70225799,0.000306,0,0.70225799,0.09375,0.001088,0.0083940001,0.003057,1,1,0.52474499,1.531806,0.014549,0,-5.0999999e-05,0.000139,-0,0.70182598,0.00031500001,0,1,0.090000004,20,0.090000004,0
