"pressure","velocity:0","velocity:1","velocity:2","velocityU","h","nu","tke","epsilon","F1","F2","Fmu","SijSij","lm","u","pressureactual","D","E","velocity-raw:0","velocity-raw:1","velocity-raw:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-6.9000002e-05,0.061292,2e-06,0,0.061292,0.0039059999,0,0.00047599999,0.0012460001,1,1,0.0073500001,476.96942,7.0000001e-06,0,-6.9000002e-05,0.0045329998,-0.0086190002,0.061216,3.0000001e-06,0,1,0,15,0,0
-6.9000002e-05,0.28185099,1.8000001e-05,0,0.28185099,0.011719,2.4999999e-05,0.00544,0.0077030002,1,1,0.072125003,261.7941,0.00041400001,0,-6.9000002e-05,0.0057620001,-0.00031500001,0.28153899,2.4000001e-05,0,1,0.0099999998,15,0.0099999998,0
-6.8000001e-05,0.45940599,6.4e-05,0,0.45940599,0.023437999,0.000155,0.0096580004,0.0098169995,1,1,0.18085299,50.816952,0.001928,0,-6.8000001e-05,0.0025569999,-0,0.45897201,7.2000003e-05,0,1,0.02,15,0.02,0
-6.8000001e-05,0.523444,9.9999997e-05,0,0.523444,0.03125,0.00025799999,0.01016,0.0086009996,1,1,0.23875999,23.586168,0.0031330001,0,-6.8000001e-05,0.001513,-0,0.52296603,0.00011,0,1,0.029999999,15,0.029999999,0
-6.7000001e-05,0.58829302,0.00016,0,0.58829302,0.042969,0.00041800001,0.010107,0.0068629999,1,1,0.312114,10.401982,0.0050940001,0,-6.7000001e-05,0.00079600001,-0,0.58776897,0.00017100001,0,1,0.039999999,15,0.039999999,0
-6.6000001e-05,0.62026,0.000203,0,0.62026,0.050781,0.00052499998,0.0099050002,0.0059600002,1,1,0.35449001,6.8725739,0.0064619998,0,-6.6000001e-05,0.00055900001,-0,0.61971301,0.000214,0,1,0.050000001,15,0.050000001,0
-6.5e-05,0.65841502,0.000271,0,0.65841502,0.0625,0.00068300002,0.0095370002,0.004923,1,1,0.41059101,4.1646261,0.0085629998,0,-6.5e-05,0.000355,-0,0.65784103,0.00028199999,0,1,0.059999999,15,0.059999999,0
-6.5e-05,0.67940199,0.000317,0,0.67940199,0.070312001,0.00078499998,0.0092839999,0.0043870001,1,1,0.443878,3.1556871,0.0099769998,0,-6.5e-05,0.00027300001,-0,0.67881501,0.000329,0,1,0.07,15,0.07,0
-6.2999999e-05,0.70626801,0.00038799999,0,0.70626801,0.082030997,0.000933,0.0089140004,0.0037469999,1,1,0.48868501,2.2099049,0.012099,0,-6.2999999e-05,0.000193,-0,0.70566499,0.00039999999,0,1,0.079999998,15,0.079999998,0
-6.1999999e-05,0.72906703,0.00046099999,0,0.72906703,0.09375,0.001073,0.0085629998,0.0032490001,1,1,0.52826899,1.632291,0.014203,0,-6.1999999e-05,0.000142,-0,0.72845399,0.000474,0,1,0.090000004,15,0.090000004,0
