"pressure","velocity:0","velocity:1","velocity:2","velocityU","h","nu","tke","epsilon","F1","F2","Fmu","SijSij","lm","u","pressureactual","D","E","velocity-raw:0","velocity-raw:1","velocity-raw:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.00032299999,0.086737998,1.6e-05,0,0.086737998,0.0039059999,0,0.001005,0.0034429999,1,1,0.010668,918.39606,1.1e-05,0,-0.00032299999,0.0095800003,-0.020586999,0.085915998,3.3e-05,0,1,0,5,0,0
-0.00032299999,0.37103,0.000162,0,0.37103,0.011719,4.8000002e-05,0.0099849999,0.017898999,1,1,0.096446,351.28506,0.00059299998,0,-0.00032299999,0.010576,-0.000231,0.368651,0.00020900001,0,1,0.0099999998,5,0.0099999998,0
-0.00032200001,0.55991101,0.00043499999,0,0.55991101,0.023437999,0.00023400001,0.014335,0.017019,1,1,0.21575899,53.058556,0.0023980001,0,-0.00032200001,0.003796,-0,0.55780202,0.00047699999,0,1,0.02,5,0.02,0
-0.00032200001,0.62431598,0.00059299998,0,0.62431598,0.03125,0.000382,0.014578,0.013968,1,1,0.27875701,23.112368,0.0038719999,0,-0.00032200001,0.002171,-0,0.62244999,0.00063099997,0,1,0.029999999,5,0.029999999,0
-0.00032200001,0.68703598,0.00079700002,0,0.68703598,0.042969,0.00062300003,0.014329,0.010668,1,1,0.35948101,9.2557068,0.0063709999,0,-0.00032200001,0.001129,-0,0.68549699,0.00082800002,0,1,0.039999999,5,0.039999999,0
-0.00032200001,0.71672797,0.00091300003,0,0.71672797,0.050781,0.00079199998,0.014092,0.009176,1,1,0.40673,5.7561498,0.0081740003,0,-0.00032200001,0.000795,-0,0.71537203,0.00094,0,1,0.050000001,5,0.050000001,0
-0.00032299999,0.75095999,0.0010620001,0,0.75095999,0.0625,0.001053,0.01376,0.0076069999,1,1,0.47004601,3.2265501,0.010993,0,-0.00032299999,0.000512,-0,0.74982297,0.001085,0,1,0.059999999,5,0.059999999,0
-0.00032399999,0.76923198,0.001148,0,0.76923198,0.070312001,0.001227,0.013566,0.0068569998,1,1,0.50800103,2.3448811,0.012903,0,-0.00032399999,0.00039900001,-0,0.76820999,0.0011690001,0,1,0.07,5,0.07,0
-0.00032600001,0.79210401,0.0012619999,0,0.79210401,0.082030997,0.001484,0.013312,0.0060149999,1,1,0.55944902,1.5665441,0.015748,0,-0.00032600001,0.00028800001,-0,0.791215,0.00128,0,1,0.079999998,5,0.079999998,0
-0.00032799999,0.81114298,0.001363,0,0.81114298,0.09375,0.001729,0.013094,0.0053989999,1,1,0.605093,1.123,0.018510999,0,-0.00032799999,0.00021699999,-0,0.81035,0.001379,0,1,0.090000004,5,0.090000004,0
