"pressure","velocity:0","velocity:1","velocity:2","velocityU","h","nu","tke","epsilon","F1","F2","Fmu","SijSij","lm","u","pressureactual","D","E","velocity-raw:0","velocity-raw:1","velocity-raw:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-2.1683929,-0.433559,0.000231,0,-0.433559,0.001563,3.1e-05,0.068260998,2.1770229,1,1,0.159486,57368.297,0.00014400001,0,-2.1683929,0.82760698,-0.013831,-0.43494701,0.000463,0,1,0,0.60000002,0,0
-2.168375,-0.62496299,0.00078200002,0,-0.62496299,0.003125,0.000187,0.089534998,1.269061,1,1,0.32831299,3357.7952,0.000764,0,-2.168375,0.27138299,-0,-0.62687802,0.001101,0,1,0.0020000001,0.60000002,0.0020000001,0
-2.1682971,-0.689623,0.0014600001,0,-0.689623,0.0046870001,0.00042999999,0.09866,0.94786602,1,1,0.46560901,463.69955,0.001678,0,-2.1682971,0.132908,-0,-0.69177997,0.00182,0,1,0.0040000002,0.60000002,0.0040000002,0
-2.1681769,-0.72007102,0.002201,0,-0.72007102,0.0062500001,0.000719,0.105714,0.81018001,1,1,0.57888699,114.65444,0.0027069999,0,-2.1681769,0.080105998,-0,-0.72236001,0.0025830001,0,1,0.0060000001,0.60000002,0.0060000001,0
-2.167871,-0.74662298,0.0037700001,0,-0.74662298,0.0093750004,0.00132,0.117415,0.70058203,1,1,0.745179,13.106511,0.0047169998,0,-2.167871,0.039542999,-0,-0.74902201,0.0041700001,0,1,0.0080000004,0.60000002,0.0080000004,0
-2.167763,-0.75249702,0.0045730001,0,-0.75249702,0.010938,0.00148,0.122885,0.67691499,1,1,0.80442101,4.8704619,0.0056429999,0,-2.167763,0.030406,-0,-0.75492001,0.0049769999,0,1,0.0099999998,0.60000002,0.0099999998,0
-2.167726,-0.75581801,0.0053810002,0,-0.75581801,0.0125,0.00148,0.12876999,0.662117,1,1,0.851776,1.518357,0.0065520001,0,-2.167726,0.024394,-0,-0.75824302,0.0057859998,0,1,0.012,0.60000002,0.012,0
-2.16768,-0.75687402,0.0061849998,0,-0.75687402,0.014063,0.00148,0.135317,0.65395802,1,1,0.88937199,0.52319199,0.007462,0,-2.16768,0.020253999,-0,-0.75926799,0.0065839998,0,1,0.014,0.60000002,0.014,0
-2.1675639,-0.75212502,0.0077320002,0,-0.75212502,0.017188,0.00148,0.150224,0.65443802,1,1,0.94129199,4.9196959,0.0092310002,0,-2.1675639,0.015052,-0,-0.75435501,0.008103,0,1,0.016000001,0.60000002,0.016000001,0
-2.1674941,-0.74630702,0.0084530003,0,-0.74630702,0.018750001,0.00148,0.15849499,0.66181999,1,1,0.95828599,10.332826,0.010071,0,-2.1674941,0.013345,-0,-0.74840701,0.0088029997,0,1,0.018000001,0.60000002,0.018000001,0
-2.167418,-0.738199,0.0091260001,0,-0.738199,0.020313,0.00148,0.167246,0.67327201,1,1,0.97085297,17.855833,0.010871,0,-2.167418,0.011998,-0,-0.74013799,0.0094489995,0,1,0.02,0.60000002,0.02,0
-2.1672449,-0.71517003,0.010286,0,-0.71517003,0.023437999,0.00148,0.185977,0.70672297,1,1,0.98645401,38.979206,0.01234,0,-2.1672449,0.010021,-0,-0.716699,0.010541,0,1,0.022,0.60000002,0.022,0
-2.167151,-0.70029402,0.010755,0,-0.70029402,0.025,0.00148,0.195842,0.72802198,1,1,0.990982,52.403305,0.013004,0,-2.167151,0.0092749996,-0,-0.70157897,0.010969,0,1,0.024,0.60000002,0.024,0
-2.167053,-0.68321598,0.011139,0,-0.68321598,0.026563,0.00148,0.20595901,0.75198299,1,1,0.99408603,67.594528,0.01362,0,-2.167053,0.0086399997,-0,-0.68423402,0.011309,0,1,0.026000001,0.60000002,0.026000001,0
-2.1669509,-0.66396999,0.011431,0,-0.66396999,0.028124999,0.00148,0.216267,0.77837199,1,1,0.996176,84.437485,0.014188,0,-2.1669509,0.0080930004,-0,-0.66470301,0.011553,0,1,0.028000001,0.60000002,0.028000001,0
-2.1667409,-0.619129,0.011715,0,-0.619129,0.03125,0.00148,0.23719899,0.83772802,1,1,0.99846202,122.6186,0.015177,0,-2.1667409,0.0071899998,-0,-0.619241,0.011733,0,1,0.030000001,0.60000002,0.030000001,0
-2.166635,-0.59361202,0.011697,0,-0.59361202,0.032811999,0.00148,0.247697,0.87045598,1,1,0.99904197,143.74367,0.015596,0,-2.166635,0.0068100002,-0,-0.59339601,0.011661,0,1,0.032000002,0.60000002,0.032000002,0
-2.166528,-0.56608498,0.011569,0,-0.56608498,0.034375001,0.00148,0.258138,0.905141,1,1,0.99940902,166.10387,0.015961999,0,-2.166528,0.0064659999,-0,-0.56553298,0.011477,0,1,0.034000002,0.60000002,0.034000002,0
-2.1663189,-0.50514698,0.010973,0,-0.50514698,0.037500001,0.00148,0.278622,0.980443,1,1,0.99978101,214.27325,0.016531,0,-2.1663189,0.0058650002,-0,-0.50390899,0.010767,0,1,0.036000002,0.60000002,0.036000002,0
-2.1662159,-0.47180301,0.010503,0,-0.47180301,0.039062001,0.00148,0.28856501,1.021215,1,1,0.99986798,240.00786,0.016728999,0,-2.1662159,0.0055979998,-0,-0.470222,0.01024,0,1,0.037999999,0.60000002,0.037999999,0
-2.166116,-0.436582,0.0099189999,0,-0.436582,0.040624999,0.00148,0.29825199,1.064247,1,1,0.99992102,266.83093,0.016868999,0,-2.166116,0.005349,-0,-0.434659,0.0095990002,0,1,0.039999999,0.60000002,0.039999999,0
-2.166019,-0.39950499,0.0092219999,0,-0.39950499,0.042187002,0.00148,0.30764601,1.109727,1,1,0.99995297,294.76266,0.016948,0,-2.166019,0.0051170001,-0,-0.39724499,0.0088449996,0,1,0.041999999,0.60000002,0.041999999,0
-2.1658299,-0.31985101,0.0074959998,0,-0.31985101,0.045311999,0.00148,0.32544199,1.208951,1,1,0.99998301,354.13992,0.016927,0,-2.1658299,0.0046919999,-0,-0.31693599,0.0070099998,0,1,0.044,0.60000002,0.044,0
