"pressure","velocity:0","velocity:1","velocity:2","velocityU","h","nu","lm","u","pressureactual","velocity-raw:0","velocity-raw:1","velocity-raw:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.36769,0.14126,-0.002059,0,0.14126,0.001563,5.4e-05,0.000641,0.084185,0.3606,0.15361,-0.004118,0,1,0,0.5,0,0
0.36755,0.26895,-0.007275,0,0.26895,0.003125,0.000114,0.001281,0.088815,0.35966,0.28789,-0.010431,0,1,0.002,0.5,0.002,0
0.36714,0.35603,-0.01406,0,0.35603,0.004687,0.000188,0.001922,0.098081,0.35752,0.3778,-0.017689,0,1,0.004,0.5,0.004,0
0.36646,0.42512,-0.021527,0,0.42512,0.00625,0.000279,0.002563,0.10885,0.35461,0.44815,-0.025365,0,1,0.006,0.5,0.006,0
0.36427,0.53703,-0.037161,0,0.53703,0.009375,0.000507,0.003844,0.13189,0.34688,0.56071,-0.041107,0,1,0.008,0.5,0.008,0
0.36278,0.58531,-0.045038,0,0.58531,0.010938,0.000643,0.004484,0.14337,0.34223,0.6089,-0.048969,0,1,0.01,0.5,0.01,0
0.36104,0.63022,-0.052863,0,0.63022,0.0125,0.000792,0.005125,0.15462,0.33713,0.65358,-0.056757,0,1,0.012,0.5,0.012,0
0.35906,0.67244,-0.060601,0,0.67244,0.014063,0.000955,0.005766,0.16558,0.33164,0.6955,-0.064444,0,1,0.014,0.5,0.014,0
0.35439,0.75063,-0.075731,0,0.75063,0.017188,0.001315,0.007047,0.18655,0.31959,0.77295,-0.07945,0,1,0.016,0.5,0.016,0
0.35171,0.7872,-0.0831,0,0.7872,0.01875,0.001511,0.007688,0.19656,0.31308,0.8091,-0.086749,0,1,0.018,0.5,0.018,0
0.34882,0.82236,-0.090327,0,0.82236,0.020313,0.001718,0.008328,0.20626,0.30628,0.84383,-0.093905,0,1,0.02,0.5,0.02,0
0.34239,0.88908,-0.10434,0,0.88908,0.023438,0.00216,0.009609,0.22478,0.29187,0.90966,-0.10777,0,1,0.022,0.5,0.022,0
0.33887,0.92086,-0.11113,0,0.92086,0.025,0.002395,0.01025,0.23362,0.28429,0.94098,-0.11448,0,1,0.024,0.5,0.024,0
0.33515,0.95171,-0.11776,0,0.95171,0.026563,0.002638,0.010891,0.24219,0.2765,0.97138,-0.12104,0,1,0.026,0.5,0.026,0
0.33124,0.98172,-0.12424,0,0.98172,0.028125,0.002889,0.011531,0.25051,0.26848,1.0009,-0.12744,0,1,0.028,0.5,0.028,0
0.32284,1.0394,-0.13674,0,1.0394,0.03125,0.003413,0.012812,0.26641,0.25186,1.0577,-0.13978,0,1,0.03,0.5,0.03,0
0.31836,1.0672,-0.14275,0,1.0672,0.032812,0.003686,0.013453,0.27401,0.24328,1.085,-0.14572,0,1,0.032,0.5,0.032,0
0.31371,1.0943,-0.14862,0,1.0943,0.034375,0.003966,0.014094,0.28138,0.23453,1.1117,-0.15151,0,1,0.034,0.5,0.034,0
0.30389,1.1469,-0.15988,0,1.1469,0.0375,0.004543,0.015375,0.29548,0.21658,1.1633,-0.16262,0,1,0.036,0.5,0.036,0
0.29873,1.1723,-0.16528,0,1.1723,0.039062,0.00484,0.016016,0.30222,0.20739,1.1883,-0.16794,0,1,0.038,0.5,0.038,0
0.29341,1.1972,-0.17053,0,1.1972,0.040625,0.005143,0.016656,0.30875,0.19808,1.2127,-0.17311,0,1,0.04,0.5,0.04,0
0.28793,1.2216,-0.17562,0,1.2216,0.042187,0.00545,0.017297,0.31509,0.18865,1.2367,-0.17813,0,1,0.042,0.5,0.042,0
0.27653,1.2691,-0.18535,0,1.2691,0.045312,0.006079,0.018578,0.32719,0.16948,1.2832,-0.1877,0,1,0.044,0.5,0.044,0
0.27062,1.2922,-0.18998,0,1.2922,0.046875,0.006399,0.019219,0.33296,0.15976,1.3058,-0.19226,0,1,0.046,0.5,0.046,0
