"pressure","velocity:0","velocity:1","velocity:2","velocityU","h","nu","tke","epsilon","F1","F2","Fmu","SijSij","lm","u","pressureactual","D","E","velocity-raw:0","velocity-raw:1","velocity-raw:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.856661,-0.72451103,-0.00039599999,0,-0.72451103,0.001563,6.2999999e-05,0.180121,11.391658,1,1,0.24589799,149863.39,0.000182,0,-1.856661,2.183821,-0.00064699998,-0.72213399,-0.00079199998,0,1,0,0.89999998,0,0
-1.857192,-0.986224,-0.001817,0,-0.986224,0.003125,0.000294,0.193462,5.0789728,1,1,0.44288599,5715.3276,0.000818,0,-1.857192,0.58639199,-0,-0.98007298,-0.002842,0,1,0.0020000001,0.89999998,0.0020000001,0
-1.85824,-1.0581779,-0.0041049998,0,-1.0581779,0.0046870001,0.00068900001,0.207333,3.350379,1,1,0.59682697,492.23224,0.001854,0,-1.85824,0.279304,-0,-1.050601,-0.0053679999,0,1,0.0040000002,0.89999998,0.0040000002,0
-1.859681,-1.08314,-0.0067449999,0,-1.08314,0.0062500001,0.001166,0.22103199,2.690964,1,1,0.71365499,66.553574,0.0030380001,0,-1.859681,0.16748901,-0,-1.074877,-0.0081230002,0,1,0.0060000001,0.89999998,0.0060000001,0
-1.862004,-1.091408,-0.012508,0,-1.091408,0.0093750004,0.00148,0.249612,2.1439281,1,1,0.86377299,9.5321178,0.0055379998,0,-1.862004,0.084064998,-0,-1.082383,-0.014012,0,1,0.0080000004,0.89999998,0.0080000004,0
-1.863165,-1.0837539,-0.015593,0,-1.0837539,0.010938,0.00148,0.267055,1.999787,1,1,0.90978402,30.099018,0.0069209998,0,-1.863165,0.066078,-0,-1.074271,-0.017173,0,1,0.0099999998,0.89999998,0.0099999998,0
-1.864521,-1.069014,-0.018841,0,-1.069014,0.0125,0.00148,0.28635901,1.909246,1,1,0.94197202,68.938042,0.0083339997,0,-1.864521,0.054248001,-0,-1.05901,-0.020508001,0,1,0.012,0.89999998,0.012,0
-1.866062,-1.047595,-0.02227,0,-1.047595,0.014063,0.00148,0.30701199,1.860706,1,1,0.96370798,122.47028,0.0097120004,0,-1.866062,0.045954,-0,-1.037022,-0.024032,0,1,0.014,0.89999998,0.014,0
-1.869648,-0.98651499,-0.029724,0,-0.98651499,0.017188,0.00148,0.35043699,1.8533781,1,1,0.98683602,259.03635,0.012175,0,-1.869648,0.035114001,-0,-0.97471899,-0.031690001,0,1,0.016000001,0.89999998,0.016000001,0
-1.871663,-0.94780397,-0.03376,0,-0.94780397,0.018750001,0.00148,0.372336,1.880132,1,1,0.99232101,335.23233,0.013218,0,-1.871663,0.031349,-0,-0.93537903,-0.035831001,0,1,0.018000001,0.89999998,0.018000001,0
-1.873803,-0.90428698,-0.038006,0,-0.90428698,0.020313,0.00148,0.39385501,1.919441,1,1,0.995597,412.73337,0.014132,0,-1.873803,0.028255001,-0,-0.89124101,-0.040180001,0,1,0.02,0.89999998,0.02,0
-1.878384,-0.80473,-0.047104999,0,-0.80473,0.023437999,0.00148,0.43456501,2.0182531,1,1,0.99860603,562.52789,0.015624,0,-1.878384,0.023417,-0,-0.79049098,-0.049477998,0,1,0.022,0.89999998,0.022,0
-1.8807859,-0.74958801,-0.051943,0,-0.74958801,0.025,0.00148,0.45330599,2.0710759,1,1,0.99922597,631.49591,0.016231,0,-1.8807859,0.021469001,-0,-0.73479402,-0.054409001,0,1,0.024,0.89999998,0.024,0
-1.883234,-0.69142902,-0.056961,0,-0.69142902,0.026563,0.00148,0.470761,2.1229379,1,1,0.99957198,695.06873,0.016764,0,-1.883234,0.019749001,-0,-0.67611402,-0.059514001,0,1,0.026000001,0.89999998,0.026000001,0
-1.885709,-0.63063502,-0.062146999,0,-0.63063502,0.028124999,0.00148,0.48683399,2.1721959,1,1,0.99976403,752.67017,0.017232999,0,-1.885709,0.018216999,-0,-0.61483598,-0.064779997,0,1,0.028000001,0.89999998,0.028000001,0
-1.8906569,-0.50251502,-0.072971001,0,-0.50251502,0.03125,0.00148,0.51464897,2.2588811,1,1,0.999928,849.22388,0.018014999,0,-1.8906569,0.015599,-0,-0.485861,-0.075746998,0,1,0.030000001,0.89999998,0.030000001,0
-1.8930891,-0.43579301,-0.078584999,0,-0.43579301,0.032811999,0.00148,0.52637702,2.2953081,1,1,0.99996001,888.39465,0.018339001,0,-1.8930891,0.014471,-0,-0.41876701,-0.081423,0,1,0.032000002,0.89999998,0.032000002,0
-1.895469,-0.36764601,-0.084316,0,-0.36764601,0.034375001,0.00148,0.53667998,2.326967,1,1,0.99997801,921.90942,0.018624,0,-1.895469,0.013444,-0,-0.350283,-0.08721,0,1,0.034000002,0.89999998,0.034000002,0
-1.899995,-0.227952,-0.096088998,0,-0.227952,0.037500001,0.00148,0.55317998,2.3767231,1,1,0.99999303,973.76172,0.019081,0,-1.899995,0.011644,-0,-0.210012,-0.099078998,0,1,0.036000002,0.89999998,0.036000002,0
-1.902105,-0.156773,-0.10211,0,-0.156773,0.039062001,0.00148,0.559479,2.3954959,1,1,0.99999601,993.08789,0.019255999,0,-1.902105,0.010853,-0,-0.138588,-0.105141,0,1,0.037999999,0.89999998,0.037999999,0
-1.904093,-0.084913,-0.108208,0,-0.084913,0.040624999,0.00148,0.56454903,2.4107599,1,1,0.99999797,1008.681,0.019394999,0,-1.904093,0.010125,-0,-0.066509001,-0.111275,0,1,0.039999999,0.89999998,0.039999999,0
-1.905941,-0.0125,-0.114375,0,-0.0125,0.042187002,0.00148,0.568443,2.4229679,1,1,0.99999899,1020.4052,0.019497,0,-1.905941,0.0094539998,-0,0.0060990001,-0.117475,0,1,0.041999999,0.89999998,0.041999999,0
-1.909283,0.133357,-0.126857,0,0.133357,0.045311999,0.00148,0.57292598,2.4401529,1,1,1,1030.8209,0.019588999,0,-1.909283,0.0082599996,-0,0.15219,-0.129995,0,1,0.044,0.89999998,0.044,0
-1.910693,0.20654801,-0.133148,0,0.20654801,0.046875,0.00148,0.57363099,2.446157,1,1,1,1032.2152,0.019577,0,-1.910693,0.0077280002,-0,0.225464,-0.136301,0,1,0.046,0.89999998,0.046,0
-1.911913,0.27982399,-0.139465,0,0.27982399,0.048436999,0.00148,0.57338703,2.451067,1,1,1,1031.9794,0.019525999,0,-1.911913,0.0072340001,-0,0.298807,-0.142628,0,1,0.048,0.89999998,0.048,0
-1.913734,0.426433,-0.152152,0,0.426433,0.051562,0.00148,0.57023901,2.4591639,1,1,1,1027.9004,0.019300999,0,-1.913734,0.0063490001,-0,0.44550601,-0.15533,0,1,0.050000001,0.89999998,0.050000001,0
-1.914314,0.49969399,-0.15851299,0,0.49969399,0.053125001,0.00148,0.567424,2.4629941,1,1,1,1024.5747,0.019129001,0,-1.914314,0.0059509999,-0,0.51879197,-0.161696,0,1,0.052000001,0.89999998,0.052000001,0
-1.91466,0.57288897,-0.164882,0,0.57288897,0.054687999,0.00148,0.56383401,2.4670129,1,1,1,1020.6649,0.018917,0,-1.91466,0.0055800001,-0,0.59200197,-0.16806801,0,1,0.054000001,0.89999998,0.054000001,0
-1.914764,0.64600003,-0.17125399,0,0.64600003,0.056249999,0.00148,0.55950803,2.4714,1,1,1,1016.3284,0.018665999,0,-1.914764,0.0052339998,-0,0.66511703,-0.17444,0,1,0.056000002,0.89999998,0.056000002,0
-1.914211,0.79191601,-0.183992,0,0.79191601,0.059374999,0.00148,0.54879302,2.481708,1,1,1,1006.8342,0.018057,0,-1.914211,0.0046080002,-0,0.81100702,-0.18717401,0,1,0.058000002,0.89999998,0.058000002,0
-1.913538,0.86470503,-0.19035,0,0.86470503,0.060936999,0.00148,0.54247397,2.487685,1,1,1,1001.8259,0.017704001,0,-1.913538,0.0043239999,-0,0.88376302,-0.193526,0,1,0.060000002,0.89999998,0.060000002,0
-1.912591,0.93737102,-0.196695,0,0.93737102,0.0625,0.00148,0.535559,2.4941421,1,1,1,996.6911,0.017321,0,-1.912591,0.0040580002,-0,0.95638198,-0.199863,0,1,0.062000003,0.89999998,0.062000003,0
-1.9113621,1.0099109,-0.203021,0,1.0099109,0.064061999,0.00148,0.52808201,2.5009401,1,1,1,991.42798,0.016914001,0,-1.9113621,0.0038089999,-0,1.028857,-0.20617799,0,1,0.064000003,0.89999998,0.064000003,0
-1.908035,1.1545841,-0.215593,0,1.1545841,0.067186996,0.00148,0.51156998,2.514667,1,1,1,980.36121,0.016039001,0,-1.908035,0.0033539999,-0,1.173344,-0.21872,0,1,0.066,0.89999998,0.066,0
-1.905924,1.226701,-0.221826,0,1.226701,0.068750001,0.00148,0.50259697,2.5209751,1,1,1,974.40887,0.015579,0,-1.905924,0.003148,-0,1.245334,-0.224931,0,1,0.068000004,0.89999998,0.068000004,0
-1.903506,1.298654,-0.228011,0,1.298654,0.070312001,0.00148,0.49318299,2.5263879,1,1,1,968.03345,0.015111,0,-1.903506,0.0029529999,-0,1.3171329,-0.23109099,0,1,0.07,0.89999998,0.07,0
-1.897732,1.4419971,-0.24020299,0,1.4419971,0.073438004,0.00148,0.47313601,2.532618,1,1,1,953.43927,0.014164,0,-1.897732,0.002597,-0,1.460077,-0.24321599,0,1,0.072000004,0.89999998,0.072000004,0
-1.894364,1.513333,-0.246188,0,1.513333,0.075000003,0.00148,0.46255001,2.532362,1,1,1,944.8858,0.013693,0,-1.894364,0.0024339999,-0,1.531163,-0.24915899,0,1,0.074000001,0.89999998,0.074000001,0
-1.8906699,1.584401,-0.252083,0,1.584401,0.076563001,0.00148,0.45161599,2.529094,1,1,1,935.24847,0.013227,0,-1.8906699,0.0022799999,-0,1.601943,-0.255007,0,1,0.075999998,0.89999998,0.075999998,0
-1.886645,1.655156,-0.25787601,0,1.655156,0.078125,0.00148,0.44035301,2.5222239,1,1,1,924.33337,0.01277,0,-1.886645,0.002136,-0,1.672371,-0.26074499,0,1,0.078000002,0.89999998,0.078000002,0
-1.877588,1.795513,-0.26910001,0,1.795513,0.081249997,0.00148,0.41690499,2.4953699,1,1,1,897.90381,0.011891,0,-1.877588,0.001869,-0,1.8119479,-0.27183899,0,1,0.079999998,0.89999998,0.079999998,0
-1.872551,1.864989,-0.27450201,0,1.864989,0.082811996,0.00148,0.404753,2.4743171,1,1,1,882.03284,0.011471,0,-1.872551,0.001747,-0,1.880968,-0.277165,0,1,0.082000002,0.89999998,0.082000002,0
-1.86717,1.933898,-0.27974501,0,1.933898,0.084375001,0.00148,0.39233601,2.4475591,1,1,1,864.1861,0.011067,0,-1.86717,0.001631,-0,1.949376,-0.282325,0,1,0.083999999,0.89999998,0.083999999,0
-1.855374,2.069674,-0.289693,0,2.069674,0.087499999,0.00148,0.36677799,2.37554,1,1,1,822.13202,0.010307,0,-1.855374,0.001418,-0,2.084017,-0.292083,0,1,0.086000003,0.89999998,0.086000003,0
-1.848959,2.1363561,-0.294368,0,2.1363561,0.089063004,0.00148,0.35367599,2.329839,1,1,1,797.8064,0.0099510001,0,-1.848959,0.00132,-0,2.1500659,-0.296653,0,1,0.088,0.89999998,0.088,0
-1.842199,2.2021,-0.29882601,0,2.2021,0.090625003,0.00148,0.34039199,2.2775719,1,1,1,771.27899,0.0096110003,0,-1.842199,0.001227,-0,2.2151361,-0.30099899,0,1,0.090000004,0.89999998,0.090000004,0
-1.835097,2.2668011,-0.30305201,0,2.2668011,0.092188001,0.00148,0.32695201,2.218816,1,1,1,742.61029,0.0092869997,0,-1.835097,0.0011390001,-0,2.279124,-0.30510601,0,1,0.092,0.89999998,0.092,0
-1.81988,2.392643,-0.310761,0,2.392643,0.095311999,0.00148,0.29973501,2.0827701,1,1,1,679.34857,0.0086850002,0,-1.81988,0.00097699999,-0,2.4034309,-0.31255901,0,1,0.094000004,0.89999998,0.094000004,0
-1.811775,2.4535649,-0.31422201,0,2.4535649,0.096874997,0.00148,0.286033,2.0062511,1,1,1,645.13025,0.008405,0,-1.811775,0.000902,-0,2.4635401,-0.31588501,0,1,0.096000001,0.89999998,0.096000001,0
-1.803347,2.513011,-0.31740701,0,2.513011,0.098436996,0.00148,0.27232599,1.92477,1,1,1,609.51276,0.008138,0,-1.803347,0.00083199999,-0,2.5221479,-0.31893,0,1,0.098000005,0.89999998,0.098000005,0
