"pressure","velocity:0","velocity:1","velocity:2","velocityU","h","nu","lm","u","pressureactual","velocity-raw:0","velocity-raw:1","velocity-raw:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.220746,0.31032601,-0.00015000001,0,0.31032601,0.001563,0.000114,0.00064099999,0.17721599,0.18934099,0.31122801,-0.00030099999,0,1,0,0.69999999,0,0
0.220744,0.55413502,-0.000581,0,0.55413502,0.003125,0.000208,0.001281,0.162241,0.19442201,0.55581802,-0.00086199999,0,1,0.0020000001,0.69999999,0.0020000001,0
0.220722,0.70601201,-0.0012300001,0,0.70601201,0.0046870001,0.00030799999,0.001922,0.16018599,0.195062,0.708224,-0.001599,0,1,0.0040000002,0.69999999,0.0040000002,0
0.22068,0.814542,-0.0020339999,0,0.814542,0.0062500001,0.000405,0.002563,0.158094,0.195686,0.81714898,-0.0024679999,0,1,0.0060000001,0.69999999,0.0060000001,0
0.220524,0.96730399,-0.0039659999,0,0.96730399,0.0093750004,0.00059900002,0.0038439999,0.155765,0.196261,0.97046202,-0.0044920002,0,1,0.0080000004,0.69999999,0.0080000004,0
0.220405,1.025156,-0.0050499998,0,1.025156,0.010938,0.000696,0.0044840002,0.155174,0.196326,1.028507,-0.0056090001,0,1,0.0099999998,0.69999999,0.0099999998,0
0.220255,1.0751899,-0.0061929999,0,1.0751899,0.0125,0.00079399999,0.0051250001,0.15490501,0.19626001,1.078694,-0.0067770001,0,1,0.012,0.69999999,0.012,0
0.220074,1.1193039,-0.0073810001,0,1.1193039,0.014063,0.00089299999,0.0057660001,0.15492,0.196073,1.122927,-0.0079849996,0,1,0.014,0.69999999,0.014,0
0.21960799,1.194581,-0.0098529998,0,1.194581,0.017188,0.001097,0.0070469999,0.15565801,0.195379,1.198361,-0.010482,0,1,0.016000001,0.69999999,0.016000001,0
0.21932299,1.227344,-0.01112,0,1.227344,0.018750001,0.001202,0.0076879999,0.156314,0.19488899,1.231167,-0.011757,0,1,0.018000001,0.69999999,0.018000001,0
0.219001,1.2575901,-0.012399,0,1.2575901,0.020313,0.001309,0.0083280001,0.15712,0.194314,1.26144,-0.01304,0,1,0.02,0.69999999,0.02,0
0.21824899,1.312022,-0.01497,0,1.312022,0.023437999,0.001529,0.0096089998,0.15908,0.19294301,1.315879,-0.015612,0,1,0.022,0.69999999,0.022,0
0.21781901,1.33676,-0.016253,0,1.33676,0.025,0.001642,0.01025,0.16018599,0.192159,1.340602,-0.016892999,0,1,0.024,0.69999999,0.024,0
0.217353,1.360126,-0.017529,0,1.360126,0.026563,0.001757,0.010891,0.161351,0.191319,1.363943,-0.018165,0,1,0.026000001,0.69999999,0.026000001,0
0.21685199,1.382282,-0.018795,0,1.382282,0.028124999,0.001874,0.011531,0.16255599,0.19042701,1.386065,-0.019425999,0,1,0.028000001,0.69999999,0.028000001,0
0.215744,1.423478,-0.021288,0,1.423478,0.03125,0.002114,0.012812,0.165032,0.188509,1.42717,-0.021903999,0,1,0.030000001,0.69999999,0.030000001,0
0.21514,1.442723,-0.02251,0,1.442723,0.032811999,0.002237,0.013453,0.166278,0.187492,1.446362,-0.023117,0,1,0.032000002,0.69999999,0.032000002,0
