"pressure","velocity:0","velocity:1","velocity:2","velocityU","h","nu","tke","epsilon","F1","F2","Fmu","SijSij","lm","u","pressureactual","D","E","velocity-raw:0","velocity-raw:1","velocity-raw:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0020000001,0.1,0.0020000001,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0040000002,0.1,0.0040000002,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0060000001,0.1,0.0060000001,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0080000004,0.1,0.0080000004,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0099999998,0.1,0.0099999998,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012,0.1,0.012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.014,0.1,0.014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.016000001,0.1,0.016000001,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.018000001,0.1,0.018000001,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0.1,0.02,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.022,0.1,0.022,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.024,0.1,0.024,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.026000001,0.1,0.026000001,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.028000001,0.1,0.028000001,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.030000001,0.1,0.030000001,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.032000002,0.1,0.032000002,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034000002,0.1,0.034000002,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036000002,0.1,0.036000002,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.037999999,0.1,0.037999999,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.039999999,0.1,0.039999999,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.041999999,0.1,0.041999999,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.044,0.1,0.044,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.046,0.1,0.046,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.048,0.1,0.048,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.050000001,0.1,0.050000001,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.052000001,0.1,0.052000001,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.054000001,0.1,0.054000001,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.056000002,0.1,0.056000002,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.058000002,0.1,0.058000002,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.060000002,0.1,0.060000002,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.062000003,0.1,0.062000003,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.064000003,0.1,0.064000003,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.066,0.1,0.066,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.068000004,0.1,0.068000004,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07,0.1,0.07,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.072000004,0.1,0.072000004,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.074000001,0.1,0.074000001,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.075999998,0.1,0.075999998,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.078000002,0.1,0.078000002,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.079999998,0.1,0.079999998,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.082000002,0.1,0.082000002,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.083999999,0.1,0.083999999,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.086000003,0.1,0.086000003,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.088,0.1,0.088,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.090000004,0.1,0.090000004,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.092,0.1,0.092,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.094000004,0.1,0.094000004,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.096000001,0.1,0.096000001,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.098000005,0.1,0.098000005,0
-1.450888,1.712733,-0.0022770001,0,1.712733,0.00078100001,3.9999999e-05,0.366474,55.285881,1,1,0.18232,928387.75,8.0999998e-05,0,-1.450888,17.772766,-0.42424199,1.726392,-0.0045540002,0,1,0.1,0.1,0.1,0
-1.453622,2.5400119,-0.001606,0,2.5400119,0.0023439999,0.00026500001,0.45584199,34.636757,1,1,0.490062,72979.539,0.00047999999,0,-1.453622,2.4563119,-0,2.5223229,0.001342,0,1,0.102,0.1,0.102,0
-1.460915,2.891423,0.0068990001,0,2.891423,0.0039059999,0.00044500001,0.41765001,23.253601,1,1,0.65849501,18011.059,0.00084200001,0,-1.460915,0.81018603,-0,2.858078,0.012457,0,1,0.104,0.1,0.104,0
-1.472234,3.1112349,0.018986,0,3.1112349,0.005469,0.000566,0.37441301,16.928722,1,1,0.75929099,8239.9463,0.001133,0,-1.472234,0.37056699,-0,3.0720601,0.025514999,0,1,0.106,0.1,0.106,0
-1.503078,3.381444,0.042819999,0,3.381444,0.0085939998,0.00070799998,0.26469401,7.5470672,1,1,0.84767002,2316.002,0.001686,0,-1.503078,0.106089,-0,3.351398,0.047827002,0,1,0.108,0.1,0.108,0
-1.5205359,3.459197,0.051552001,0,3.459197,0.010156,0.00068200001,0.197299,4.382803,1,1,0.85338801,1088.225,0.001881,0,-1.5205359,0.056616999,-0,3.4368479,0.055277001,0,1,0.11,0.1,0.11,0
-1.537991,3.508229,0.057875,0,3.508229,0.011719,0.00055400003,0.13818701,2.6184399,1,1,0.843391,434.03442,0.001824,0,-1.537991,0.029785,-0,3.4926381,0.060474001,0,1,0.112,0.1,0.112,0
-1.554731,3.5346839,0.062057,0,3.5346839,0.013281,0.000397,0.092193998,1.579682,1,1,0.820265,129.75711,0.001602,0,-1.554731,0.015471,-0,3.5251861,0.063639998,0,1,0.114,0.1,0.114,0
-1.58534,3.542937,0.064742997,0,3.542937,0.016406,0.000336,0.051072001,0.55370402,1,1,0.793607,0.26878199,0.001823,0,-1.58534,0.0056159999,-0,3.543731,0.064611003,0,1,0.116,0.1,0.116,0
-1.599122,3.536329,0.064009003,0,3.536329,0.017968999,0.000413,0.044670999,0.34853199,1,1,0.801373,2.7027941,0.0023930001,0,-1.599122,0.0040950002,-0,3.5399411,0.063406996,0,1,0.118,0.1,0.118,0
-1.6118,3.5285611,0.062527999,0,3.5285611,0.019531,0.00051400001,0.040438998,0.232407,1,1,0.81204897,5.051281,0.0031320001,0,-1.6118,0.0031379999,-0,3.5338321,0.061650001,0,1,0.12,0.1,0.12,0
-1.633998,3.515064,0.058405001,0,3.515064,0.022655999,0.000734,0.035507001,0.129501,1,1,0.83748001,5.8433051,0.0047690002,0,-1.633998,0.002048,-0,3.52198,0.057252001,0,1,0.122,0.1,0.122,0
-1.643649,3.5096259,0.056030001,0,3.5096259,0.024219001,0.000825,0.034224998,0.108856,1,1,0.85145301,5.9312901,0.0054589999,0,-1.643649,0.001727,-0,3.516959,0.054807,0,1,0.12400001,0.1,0.12400001,0
-1.652431,3.504904,0.053539999,0,3.504904,0.025781,0.00089299999,0.033392001,0.097289003,1,1,0.86534297,5.9892359,0.0059819999,0,-1.652431,0.001487,-0,3.512511,0.052271999,0,1,0.126,0.1,0.126,0
-1.660423,3.5007999,0.050974999,0,3.5007999,0.027344,0.00093899999,0.032844,0.090806,1,1,0.878645,5.9968328,0.0063490001,0,-1.660423,0.0013,-0,3.508579,0.049678002,0,1,0.12800001,0.1,0.12800001,0
-1.6743391,3.4942451,0.045738999,0,3.4942451,0.030469,0.00098999997,0.032232001,0.085219003,1,1,0.90251601,5.846673,0.006755,0,-1.6743391,0.001028,-0,3.5021429,0.044422001,0,1,0.13,0.1,0.13,0
-1.6804039,3.491735,0.043110002,0,3.491735,0.032031,0.001004,0.032065,0.084150001,1,1,0.91293401,5.7158079,0.0068660001,0,-1.6804039,0.000925,-0,3.499609,0.041797999,0,1,0.132,0.1,0.132,0
-1.685955,3.4896989,0.040495999,0,3.4896989,0.033594001,0.001014,0.031950999,0.083578996,1,1,0.92235601,5.5717421,0.006947,0,-1.685955,0.00083799998,-0,3.4975109,0.039193999,0,1,0.134,0.1,0.134,0
-1.695729,3.4869111,0.035351001,0,3.4869111,0.036719002,0.001029,0.031824,0.083108,1,1,0.93844301,5.2927861,0.0070659998,0,-1.695729,0.00069900003,-0,3.4945271,0.034081001,0,1,0.13600001,0.1,0.13600001,0
-1.700044,3.4860821,0.032830998,0,3.4860821,0.038281001,0.001036,0.031791002,0.083015002,1,1,0.94524801,5.170188,0.0071140002,0,-1.700044,0.000642,-0,3.493583,0.031580999,0,1,0.138,0.1,0.138,0
-1.7040319,3.4855831,0.030351,0,3.4855831,0.039843999,0.001042,0.031771,0.082961999,1,1,0.95132399,5.062233,0.007158,0,-1.7040319,0.00059200003,-0,3.4929631,0.029121,0,1,0.14,0.1,0.14,0
-1.707728,3.485384,0.027911,0,3.485384,0.041405998,0.0010470001,0.031761002,0.082934,1,1,0.95674098,4.9702129,0.0071970001,0,-1.707728,0.00054799998,-0,3.4926431,0.026701,0,1,0.142,0.1,0.142,0
-1.714373,3.4857941,0.023150001,0,3.4857941,0.044530999,0.001057,0.031755999,0.082927004,1,1,0.96586299,4.8398919,0.0072650001,0,-1.714373,0.000474,-0,3.4928191,0.021979,0,1,0.14400001,0.1,0.14400001,0
-1.717376,3.4863751,0.020826999,0,3.4863751,0.046094,0.001061,0.031761002,0.082942002,1,1,0.96968502,4.805819,0.0072940001,0,-1.717376,0.00044199999,-0,3.493289,0.019673999,0,1,0.146,0.1,0.146,0
-1.7201999,3.4871969,0.018540001,0,3.4871969,0.047656,0.001065,0.031768002,0.082969002,1,1,0.97308397,4.7964549,0.0073199999,0,-1.7201999,0.00041400001,-0,3.494004,0.017405,0,1,0.148,0.1,0.148,0
-1.7253881,3.4895649,0.014069,0,3.4895649,0.050000001,0.001071,0.031792998,0.083056003,1,1,0.97750199,4.8743191,0.0073540001,0,-1.7253881,0.00037600001,-0,3.4961741,0.012967,0,1,0.15000001,0.1,0.15000001,0
-1.727783,3.4911311,0.011881,0,3.4911311,0.048436999,0.001068,0.031810999,0.083117999,1,1,0.97469503,4.980659,0.007334,0,-1.727783,0.000401,-0,3.497649,0.010794,0,1,0.152,0.1,0.152,0
-1.7300709,3.4929769,0.009722,0,3.4929769,0.046875,0.001065,0.031833,0.083195001,1,1,0.97154498,5.145731,0.007311,0,-1.7300709,0.00042900001,-0,3.4994111,0.008649,0,1,0.154,0.1,0.154,0
-1.732264,3.4951251,0.0075900001,0,3.4951251,0.045313001,0.0010620001,0.031861998,0.083292,1,1,0.968009,5.3829789,0.0072860001,0,-1.732264,0.000459,-0,3.501482,0.0065299999,0,1,0.156,0.1,0.156,0
