"pressure","velocity:0","velocity:1","velocity:2","h","nu","lm","u","pressureactual","velocitystagered:0","velocitystagered:1","velocitystagered:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.17313,0.15218,-6e-06,0,0.007812,0.000299,0.003203,0.093268,0.16443,0.15229,0.15229,0.15229,1,0,13,0,0
0.17313,0.30278,-2.2e-05,0,0.015625,0.00065,0.006406,0.10147,0.16283,0.30299,0.30299,0.30299,1,0.01,13,0.01,0
0.17313,0.39967,-4.5e-05,0,0.023438,0.000993,0.009609,0.10332,0.16245,0.39993,0.39993,0.39993,1,0.02,13,0.02,0
0.17313,0.47078,-7.4e-05,0,0.03125,0.001335,0.012812,0.10417,0.16228,0.47109,0.47109,0.47109,1,0.03,13,0.03,0
0.17312,0.57264,-0.000143,0,0.046875,0.002005,0.019219,0.10434,0.16224,0.57302,0.57302,0.57302,1,0.04,13,0.04,0
0.17312,0.61153,-0.000181,0,0.054688,0.002334,0.022422,0.10408,0.16229,0.61193,0.61193,0.61193,1,0.05,13,0.05,0
0.17312,0.64517,-0.000223,0,0.0625,0.002658,0.025625,0.10371,0.16237,0.6456,0.6456,0.6456,1,0.06,13,0.06,0
0.17312,0.67477,-0.000266,0,0.070312,0.002977,0.028828,0.10325,0.16246,0.67521,0.67521,0.67521,1,0.07,13,0.07,0
0.17312,0.72488,-0.000358,0,0.085938,0.0036,0.035234,0.10218,0.16268,0.72536,0.72536,0.72536,1,0.08,13,0.08,0
0.17312,0.74645,-0.000407,0,0.09375,0.003905,0.038437,0.10159,0.1628,0.74695,0.74695,0.74695,1,0.09,13,0.09,0
0.17312,0.76618,-0.000457,0,0.10156,0.004205,0.041641,0.10098,0.16292,0.76669,0.76669,0.76669,1,0.1,13,0.1,0
0.17312,0.80112,-0.000561,0,0.11719,0.00481,0.047761,0.10072,0.16297,0.80163,0.80163,0.80163,1,0.11,13,0.11,0
0.17312,0.81729,-0.000609,0,0.125,0.004712,0.047761,0.098659,0.16339,0.81774,0.81774,0.81774,1,0.12,13,0.12,0
0.17313,0.8334,-0.000651,0,0.13281,0.004682,0.047761,0.098025,0.16352,0.83379,0.83379,0.83379,1,0.13,13,0.13,0
0.17314,0.84936,-0.000687,0,0.14062,0.004639,0.047761,0.097136,0.1637,0.84969,0.84969,0.84969,1,0.14,13,0.14,0
0.17315,0.88085,-0.00074,0,0.15625,0.004553,0.047761,0.095323,0.16406,0.88106,0.88106,0.88106,1,0.15,13,0.15,0
0.17315,0.89636,-0.000758,0,0.16406,0.004507,0.047761,0.094364,0.16425,0.89652,0.89652,0.89652,1,0.16,13,0.16,0
0.17316,0.91172,-0.000771,0,0.17188,0.004459,0.047761,0.09337,0.16444,0.91182,0.91182,0.91182,1,0.17,13,0.17,0
0.17317,0.94193,-0.000781,0,0.1875,0.004359,0.047761,0.091276,0.16484,0.94193,0.94193,0.94193,1,0.18,13,0.18,0
0.17318,0.95678,-0.000779,0,0.19531,0.004307,0.047761,0.090174,0.16505,0.95673,0.95673,0.95673,1,0.19,13,0.19,0
0.17319,0.97144,-0.000772,0,0.20312,0.004252,0.047761,0.089035,0.16526,0.97134,0.97134,0.97134,1,0.2,13,0.2,0
0.17319,0.9859,-0.000761,0,0.21094,0.004196,0.047761,0.087858,0.16547,0.98577,0.98577,0.98577,1,0.21,13,0.21,0
0.17321,1.0143,-0.000725,0,0.22656,0.004078,0.047761,0.085387,0.16591,1.014,1.014,1.014,1,0.22,13,0.22,0
0.17321,1.0281,-0.000701,0,0.23438,0.004016,0.047761,0.084093,0.16614,1.0279,1.0279,1.0279,1,0.23,13,0.23,0
0.17322,1.0418,-0.000674,0,0.24219,0.003953,0.047761,0.082757,0.16637,1.0415,1.0415,1.0415,1,0.24,13,0.24,0
0.17323,1.0684,-0.000611,0,0.25781,0.003819,0.047761,0.079963,0.16684,1.068,1.068,1.068,1,0.25,13,0.25,0
0.17324,1.0814,-0.000574,0,0.26562,0.003749,0.047761,0.078503,0.16707,1.081,1.081,1.081,1,0.26,13,0.26,0
0.17324,1.0941,-0.000536,0,0.27344,0.003678,0.047761,0.077,0.16732,1.0937,1.0937,1.0937,1,0.27,13,0.27,0
0.17325,1.1066,-0.000495,0,0.28125,0.003604,0.047761,0.075454,0.16756,1.1061,1.1061,1.1061,1,0.28,13,0.28,0
0.17327,1.1307,-0.000409,0,0.29688,0.00345,0.047761,0.072229,0.16805,1.1303,1.1303,1.1303,1,0.29,13,0.29,0
0.17327,1.1424,-0.000364,0,0.30469,0.00337,0.047761,0.07055,0.1683,1.1419,1.1419,1.1419,1,0.3,13,0.3,0
0.17328,1.1538,-0.000318,0,0.3125,0.003287,0.047761,0.068825,0.16854,1.1533,1.1533,1.1533,1,0.31,13,0.31,0
