"pressure","velocity:0","velocity:1","velocity:2","velocitystagered:0","velocitystagered:1","velocitystagered:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.087625,1.1028,0.000158,0,1.1034,1.1034,1.1034,1,0.48,7,0.48,0
0.087625,1.1027,9.5e-05,0,1.1034,1.1034,1.1034,1,0.49,7,0.49,0
0.087625,1.1027,3.2e-05,0,1.1034,1.1034,1.1034,1,0.5,7,0.5,0
0.087625,1.1027,-9.5e-05,0,1.1034,1.1034,1.1034,1,0.51,7,0.51,0
0.087625,1.1028,-0.000158,0,1.1034,1.1034,1.1034,1,0.52,7,0.52,0
0.087625,1.1028,-0.000221,0,1.1034,1.1034,1.1034,1,0.53,7,0.53,0
0.087625,1.103,-0.000347,0,1.1036,1.1036,1.1036,1,0.54,7,0.54,0
0.087625,1.1031,-0.00041,0,1.1037,1.1037,1.1037,1,0.55,7,0.55,0
0.087624,1.1032,-0.000473,0,1.1038,1.1038,1.1038,1,0.56,7,0.56,0
0.087624,1.1033,-0.000536,0,1.1039,1.1039,1.1039,1,0.57,7,0.57,0
0.087623,1.1036,-0.000662,0,1.1042,1.1042,1.1042,1,0.58,7,0.58,0
0.087623,1.1038,-0.000725,0,1.1044,1.1044,1.1044,1,0.59,7,0.59,0
0.087622,1.104,-0.000789,0,1.1046,1.1046,1.1046,1,0.6,7,0.6,0
0.087621,1.1044,-0.000915,0,1.1051,1.1051,1.1051,1,0.61,7,0.61,0
0.08762,1.1047,-0.000978,0,1.1053,1.1053,1.1053,1,0.62,7,0.62,0
0.087619,1.105,-0.001041,0,1.1056,1.1056,1.1056,1,0.63,7,0.63,0
0.087619,1.1053,-0.001105,0,1.1059,1.1059,1.1059,1,0.64,7,0.64,0
0.087617,1.1059,-0.001232,0,1.1066,1.1066,1.1066,1,0.65,7,0.65,0
0.087616,1.1063,-0.001295,0,1.107,1.107,1.107,1,0.66,7,0.66,0
0.087615,1.1067,-0.001359,0,1.1074,1.1074,1.1074,1,0.67,7,0.67,0
0.087613,1.1076,-0.001486,0,1.1082,1.1082,1.1082,1,0.68,7,0.68,0
0.087612,1.1081,-0.00155,0,1.1087,1.1087,1.1087,1,0.69,7,0.69,0
0.087611,1.1086,-0.001614,0,1.1093,1.1093,1.1093,1,0.7,7,0.7,0
0.08761,1.1092,-0.001677,0,1.1098,1.1098,1.1098,1,0.71,7,0.71,0
0.087607,1.1104,-0.001806,0,1.111,1.111,1.111,1,0.72,7,0.72,0
0.087606,1.1111,-0.00187,0,1.1117,1.1117,1.1117,1,0.73,7,0.73,0
0.087604,1.1118,-0.001934,0,1.1124,1.1124,1.1124,1,0.74,7,0.74,0
0.087602,1.1134,-0.002063,0,1.114,1.114,1.114,1,0.75,7,0.75,0
0.0876,1.1142,-0.002127,0,1.1148,1.1148,1.1148,1,0.76,7,0.76,0
0.087599,1.1151,-0.002191,0,1.1157,1.1157,1.1157,1,0.77,7,0.77,0
0.087597,1.1159,-0.002255,0,1.1166,1.1166,1.1166,1,0.78,7,0.78,0
0.087594,1.1176,-0.00238,0,1.1182,1.1182,1.1182,1,0.79,7,0.79,0
0.087592,1.1183,-0.00244,0,1.1189,1.1189,1.1189,1,0.8,7,0.8,0
0.08759,1.1189,-0.002497,0,1.1194,1.1194,1.1194,1,0.81,7,0.81,0
0.087588,1.119,-0.00255,0,1.1195,1.1195,1.1195,1,0.82,7,0.82,0
0.087584,1.1176,-0.002636,0,1.1179,1.1179,1.1179,1,0.83,7,0.83,0
0.087582,1.1154,-0.002664,0,1.1156,1.1156,1.1156,1,0.84,7,0.84,0
0.087581,1.1117,-0.002679,0,1.1117,1.1117,1.1117,1,0.85,7,0.85,0
0.087577,1.0975,-0.002654,0,1.0972,1.0972,1.0972,1,0.86,7,0.86,0
0.087575,1.0858,-0.002608,0,1.0852,1.0852,1.0852,1,0.87,7,0.87,0
0.087573,1.0699,-0.002535,0,1.0691,1.0691,1.0691,1,0.88,7,0.88,0
0.087571,1.0491,-0.002433,0,1.048,1.048,1.048,1,0.89,7,0.89,0
0.087567,0.98958,-0.002141,0,0.98783,0.98783,0.98783,1,0.9,7,0.9,0
0.087565,0.94945,-0.001953,0,0.94745,0.94745,0.94745,1,0.91,7,0.91,0
0.087564,0.90175,-0.001744,0,0.89955,0.89955,0.89955,1,0.92,7,0.92,0
0.087561,0.78296,-0.001282,0,0.78058,0.78058,0.78058,1,0.93,7,0.93,0
0.08756,0.71211,-0.001047,0,0.70977,0.70977,0.70977,1,0.94,7,0.94,0
0.087559,0.63417,-0.000819,0,0.63195,0.63195,0.63195,1,0.95,7,0.95,0
0.087558,0.54975,-0.000608,0,0.54773,0.54773,0.54773,1,0.96,7,0.96,0
0.087556,0.36434,-0.000262,0,0.36292,0.36292,0.36292,1,0.97,7,0.97,0
0.087555,0.26478,-0.000139,0,0.26373,0.26373,0.26373,1,0.98,7,0.98,0
0.087554,0.16147,-5.4e-05,0,0.16082,0.16082,0.16082,1,0.99,7,0.99,0
0.087553,0.05484,-1.1e-05,0,0.05462,0.05462,0.05462,1,1,7,1,0
