"pressure","velocity:0","velocity:1","velocity:2","h","nu","lm","u","pressureactual","velocitystagered:0","velocitystagered:1","velocitystagered:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.12492,0.17545,0,0,0.007812,0.000341,0.003203,0.1066,0.11356,0.17545,0.17545,0.17545,1,0,16,0,0
0.12492,0.34454,0,0,0.015625,0.000728,0.006406,0.11372,0.11199,0.34454,0.34454,0.34454,1,0.01,16,0.01,0
0.12492,0.45281,0,0,0.023438,0.001108,0.009609,0.11529,0.11163,0.45281,0.45281,0.45281,1,0.02,16,0.02,0
0.12492,0.53201,0,0,0.03125,0.001485,0.012812,0.1159,0.11149,0.53201,0.53201,0.53201,1,0.03,16,0.03,0
0.12492,0.64509,0,0,0.046875,0.002222,0.019219,0.11562,0.11155,0.64509,0.64509,0.64509,1,0.04,16,0.04,0
0.12492,0.68814,0,0,0.054688,0.002581,0.022422,0.11513,0.11167,0.68814,0.68814,0.68814,1,0.05,16,0.05,0
0.12492,0.72532,0,0,0.0625,0.002934,0.025625,0.1145,0.11181,0.72532,0.72532,0.72532,1,0.06,16,0.06,0
0.12492,0.75796,0,0,0.070312,0.00328,0.028828,0.11378,0.11197,0.75796,0.75796,0.75796,1,0.07,16,0.07,0
0.12492,0.81308,0,0,0.085938,0.003952,0.035234,0.11215,0.11234,0.81308,0.81308,0.81308,1,0.08,16,0.08,0
0.12492,0.83673,0,0,0.09375,0.004277,0.038437,0.11126,0.11254,0.83673,0.83673,0.83673,1,0.09,16,0.09,0
0.12492,0.85831,0,0,0.10156,0.004594,0.041641,0.11034,0.11275,0.85831,0.85831,0.85831,1,0.1,16,0.1,0
0.12492,0.89642,0,0,0.11719,0.005208,0.048047,0.10839,0.11317,0.89642,0.89642,0.89642,1,0.11,16,0.11,0
0.12492,0.91338,0,0,0.125,0.005503,0.05125,0.10738,0.11339,0.91338,0.91338,0.91338,1,0.12,16,0.12,0
0.12492,0.92916,0,0,0.13281,0.005791,0.054453,0.10634,0.11361,0.92916,0.92916,0.92916,1,0.13,16,0.13,0
0.12492,0.94389,0,0,0.14062,0.00607,0.057656,0.10528,0.11383,0.94389,0.94389,0.94389,1,0.14,16,0.14,0
0.12492,0.97064,0,0,0.15625,0.006605,0.064062,0.10311,0.11429,0.97064,0.97064,0.97064,1,0.15,16,0.15,0
0.12492,0.98284,0,0,0.16406,0.00686,0.067266,0.10199,0.11452,0.98284,0.98284,0.98284,1,0.16,16,0.16,0
0.12492,0.99433,0,0,0.17188,0.007107,0.070469,0.10085,0.11475,0.99433,0.99433,0.99433,1,0.17,16,0.17,0
0.12492,1.0155,0,0,0.1875,0.007574,0.076875,0.098519,0.11521,1.0155,1.0155,1.0155,1,0.18,16,0.18,0
0.12492,1.0252,0,0,0.19531,0.007794,0.080078,0.097325,0.11545,1.0252,1.0252,1.0252,1,0.19,16,0.19,0
0.12492,1.0345,0,0,0.20312,0.008004,0.083281,0.096112,0.11568,1.0345,1.0345,1.0345,1,0.2,16,0.2,0
0.12492,1.0433,0,0,0.21094,0.008206,0.086484,0.094879,0.11592,1.0433,1.0433,1.0433,1,0.21,16,0.21,0
