"pressure","velocity:0","velocity:1","velocity:2","velocitystagered:0","velocitystagered:1","velocitystagered:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.062316,1.1268,-0.00065,0,1.1274,1.1274,1.1274,1,0.6,10,0.6,0
0.062315,1.1273,-0.000755,0,1.1278,1.1278,1.1278,1,0.61,10,0.61,0
0.062315,1.1276,-0.000807,0,1.1281,1.1281,1.1281,1,0.62,10,0.62,0
0.062314,1.1279,-0.000859,0,1.1284,1.1284,1.1284,1,0.63,10,0.63,0
0.062314,1.1282,-0.000912,0,1.1287,1.1287,1.1287,1,0.64,10,0.64,0
0.062313,1.1289,-0.001016,0,1.1294,1.1294,1.1294,1,0.65,10,0.65,0
0.062313,1.1293,-0.001069,0,1.1298,1.1298,1.1298,1,0.66,10,0.66,0
0.062312,1.1297,-0.001121,0,1.1303,1.1303,1.1303,1,0.67,10,0.67,0
0.062311,1.1307,-0.001226,0,1.1312,1.1312,1.1312,1,0.68,10,0.68,0
0.06231,1.1312,-0.001279,0,1.1317,1.1317,1.1317,1,0.69,10,0.69,0
0.062309,1.1317,-0.001332,0,1.1323,1.1323,1.1323,1,0.7,10,0.7,0
0.062309,1.1323,-0.001384,0,1.1329,1.1329,1.1329,1,0.71,10,0.71,0
0.062307,1.1336,-0.00149,0,1.1341,1.1341,1.1341,1,0.72,10,0.72,0
0.062307,1.1343,-0.001542,0,1.1348,1.1348,1.1348,1,0.73,10,0.73,0
0.062306,1.1349,-0.001595,0,1.1355,1.1355,1.1355,1,0.74,10,0.74,0
0.063473,1.1353,-0.001712,0,1.1358,1.1358,1.1358,1,0.75,10,0.75,0
0.063472,1.1359,-0.001763,0,1.1364,1.1364,1.1364,1,0.76,10,0.76,0
0.063471,1.1364,-0.001813,0,1.1369,1.1369,1.1369,1,0.77,10,0.77,0
0.06347,1.1368,-0.001861,0,1.1373,1.1373,1.1373,1,0.78,10,0.78,0
0.063468,1.1368,-0.001948,0,1.1372,1.1372,1.1372,1,0.79,10,0.79,0
0.063467,1.136,-0.001986,0,1.1364,1.1364,1.1364,1,0.8,10,0.8,0
0.063466,1.1346,-0.002017,0,1.1349,1.1349,1.1349,1,0.81,10,0.81,0
0.063465,1.1322,-0.002042,0,1.1324,1.1324,1.1324,1,0.82,10,0.82,0
0.063463,1.1234,-0.002062,0,1.1234,1.1234,1.1234,1,0.83,10,0.83,0
0.063462,1.1162,-0.002054,0,1.116,1.116,1.116,1,0.84,10,0.84,0
0.063461,1.1065,-0.002032,0,1.1062,1.1062,1.1062,1,0.85,10,0.85,0
0.063458,1.0778,-0.001939,0,1.0772,1.0772,1.0772,1,0.86,10,0.86,0
0.063457,1.0578,-0.001865,0,1.057,1.057,1.057,1,0.87,10,0.87,0
0.063456,1.0333,-0.001775,0,1.0323,1.0323,1.0323,1,0.88,10,0.88,0
0.063455,1.0038,-0.001666,0,1.0027,1.0027,1.0027,1,0.89,10,0.89,0
0.063454,0.92875,-0.001405,0,0.92731,0.92731,0.92731,1,0.9,10,0.9,0
0.063453,0.88265,-0.001256,0,0.88112,0.88112,0.88112,1,0.91,10,0.91,0
0.063452,0.83074,-0.001101,0,0.82916,0.82916,0.82916,1,0.92,10,0.92,0
0.063451,0.7099,-0.000785,0,0.70834,0.70834,0.70834,1,0.93,10,0.93,0
0.06345,0.64146,-0.000633,0,0.63998,0.63998,0.63998,1,0.94,10,0.94,0
0.063449,0.56815,-0.00049,0,0.56678,0.56678,0.56678,1,0.95,10,0.95,0
0.063449,0.49036,-0.000361,0,0.48914,0.48914,0.48914,1,0.96,10,0.96,0
0.063448,0.32311,-0.000154,0,0.32227,0.32227,0.32227,1,0.97,10,0.97,0
0.063447,0.23442,-8.1e-05,0,0.23381,0.23381,0.23381,1,0.98,10,0.98,0
0.063447,0.14279,-3.2e-05,0,0.14242,0.14242,0.14242,1,0.99,10,0.99,0
0.063446,0.048458,-6e-06,0,0.048329,0.048329,0.048329,1,1,10,1,0
