"pressure","velocity:0","velocity:1","velocity:2","velocitystagered:0","velocitystagered:1","velocitystagered:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.005547,1.181,0.000955,0,1.1813,1.1813,1.1813,1,0.3,19,0.3,0
0.005547,1.1807,0.000919,0,1.1811,1.1811,1.1811,1,0.31,19,0.31,0
0.005547,1.1804,0.000883,0,1.1808,1.1808,1.1808,1,0.32,19,0.32,0
0.005548,1.1797,0.000809,0,1.18,1.18,1.18,1,0.33,19,0.33,0
0.005548,1.1793,0.000772,0,1.1797,1.1797,1.1797,1,0.34,19,0.34,0
0.005548,1.1789,0.000734,0,1.1793,1.1793,1.1793,1,0.35,19,0.35,0
0.005548,1.1782,0.000659,0,1.1786,1.1786,1.1786,1,0.36,19,0.36,0
0.005548,1.1778,0.000621,0,1.1782,1.1782,1.1782,1,0.37,19,0.37,0
0.005548,1.1775,0.000584,0,1.1779,1.1779,1.1779,1,0.38,19,0.38,0
0.005549,1.1772,0.000546,0,1.1776,1.1776,1.1776,1,0.39,19,0.39,0
0.005549,1.1767,0.00047,0,1.1771,1.1771,1.1771,1,0.4,19,0.4,0
0.005549,1.1764,0.000433,0,1.1768,1.1768,1.1768,1,0.41,19,0.41,0
0.005549,1.1762,0.000395,0,1.1766,1.1766,1.1766,1,0.42,19,0.42,0
0.005549,1.1759,0.00032,0,1.1762,1.1762,1.1762,1,0.43,19,0.43,0
0.005549,1.1757,0.000282,0,1.1761,1.1761,1.1761,1,0.44,19,0.44,0
0.005549,1.1756,0.000244,0,1.176,1.176,1.176,1,0.45,19,0.45,0
0.005549,1.1755,0.000207,0,1.1758,1.1758,1.1758,1,0.46,19,0.46,0
0.005549,1.1753,0.000132,0,1.1757,1.1757,1.1757,1,0.47,19,0.47,0
0.005549,1.1753,9.4e-05,0,1.1756,1.1756,1.1756,1,0.48,19,0.48,0
0.005549,1.1752,5.6e-05,0,1.1756,1.1756,1.1756,1,0.49,19,0.49,0
0.005549,1.1752,-1.9e-05,0,1.1756,1.1756,1.1756,1,0.5,19,0.5,0
0.005549,1.1752,-5.6e-05,0,1.1756,1.1756,1.1756,1,0.51,19,0.51,0
0.005549,1.1753,-9.4e-05,0,1.1756,1.1756,1.1756,1,0.52,19,0.52,0
0.005549,1.1753,-0.000132,0,1.1757,1.1757,1.1757,1,0.53,19,0.53,0
0.005549,1.1755,-0.000207,0,1.1758,1.1758,1.1758,1,0.54,19,0.54,0
0.005549,1.1756,-0.000244,0,1.176,1.176,1.176,1,0.55,19,0.55,0
0.005549,1.1757,-0.000282,0,1.1761,1.1761,1.1761,1,0.56,19,0.56,0
0.005549,1.1759,-0.00032,0,1.1762,1.1762,1.1762,1,0.57,19,0.57,0
0.005549,1.1762,-0.000395,0,1.1766,1.1766,1.1766,1,0.58,19,0.58,0
0.005549,1.1764,-0.000433,0,1.1768,1.1768,1.1768,1,0.59,19,0.59,0
0.005549,1.1767,-0.00047,0,1.1771,1.1771,1.1771,1,0.6,19,0.6,0
0.005549,1.1772,-0.000546,0,1.1776,1.1776,1.1776,1,0.61,19,0.61,0
0.005548,1.1775,-0.000584,0,1.1779,1.1779,1.1779,1,0.62,19,0.62,0
0.005548,1.1778,-0.000621,0,1.1782,1.1782,1.1782,1,0.63,19,0.63,0
0.005548,1.1782,-0.000659,0,1.1786,1.1786,1.1786,1,0.64,19,0.64,0
0.005548,1.1789,-0.000734,0,1.1793,1.1793,1.1793,1,0.65,19,0.65,0
0.005548,1.1793,-0.000772,0,1.1797,1.1797,1.1797,1,0.66,19,0.66,0
0.005548,1.1797,-0.000809,0,1.18,1.18,1.18,1,0.67,19,0.67,0
0.005547,1.1804,-0.000883,0,1.1808,1.1808,1.1808,1,0.68,19,0.68,0
0.005547,1.1807,-0.000919,0,1.1811,1.1811,1.1811,1,0.69,19,0.69,0
0.005547,1.181,-0.000955,0,1.1813,1.1813,1.1813,1,0.7,19,0.7,0
0.005547,1.1811,-0.000989,0,1.1815,1.1815,1.1815,1,0.71,19,0.71,0
0.005546,1.181,-0.001056,0,1.1813,1.1813,1.1813,1,0.72,19,0.72,0
0.005546,1.1805,-0.001087,0,1.1808,1.1808,1.1808,1,0.73,19,0.73,0
0.005546,1.1798,-0.001116,0,1.1801,1.1801,1.1801,1,0.74,19,0.74,0
0.005546,1.1786,-0.001142,0,1.1789,1.1789,1.1789,1,0.75,19,0.75,0
0.005545,1.1746,-0.001187,0,1.1748,1.1748,1.1748,1,0.76,19,0.76,0
0.005545,1.1715,-0.001203,0,1.1716,1.1716,1.1716,1,0.77,19,0.77,0
0.005545,1.1674,-0.001216,0,1.1675,1.1675,1.1675,1,0.78,19,0.78,0
0.005544,1.1556,-0.001225,0,1.1556,1.1556,1.1556,1,0.79,19,0.79,0
0.005544,1.1475,-0.001221,0,1.1474,1.1474,1.1474,1,0.8,19,0.8,0
0.005544,1.1376,-0.00121,0,1.1375,1.1375,1.1375,1,0.81,19,0.81,0
0.005543,1.1258,-0.001193,0,1.1256,1.1256,1.1256,1,0.82,19,0.82,0
0.005543,1.0951,-0.001137,0,1.0948,1.0948,1.0948,1,0.83,19,0.83,0
0.005543,1.0759,-0.001099,0,1.0755,1.0755,1.0755,1,0.84,19,0.84,0
0.005542,1.0538,-0.001053,0,1.0534,1.0534,1.0534,1,0.85,19,0.85,0
0.005542,1.0004,-0.000944,0,0.99978,0.99978,0.99978,1,0.86,19,0.86,0
0.005542,0.96873,-0.000881,0,0.96808,0.96808,0.96808,1,0.87,19,0.87,0
0.005542,0.93368,-0.000813,0,0.93299,0.93299,0.93299,1,0.88,19,0.88,0
0.005541,0.89518,-0.000742,0,0.89446,0.89446,0.89446,1,0.89,19,0.89,0
0.005541,0.80787,-0.000595,0,0.80713,0.80713,0.80713,1,0.9,19,0.9,0
0.005541,0.75916,-0.00052,0,0.75842,0.75842,0.75842,1,0.91,19,0.91,0
0.005541,0.70718,-0.000447,0,0.70646,0.70646,0.70646,1,0.92,19,0.92,0
0.00554,0.59398,-0.000309,0,0.59333,0.59333,0.59333,1,0.93,19,0.93,0
0.00554,0.53304,-0.000246,0,0.53244,0.53244,0.53244,1,0.94,19,0.94,0
0.00554,0.46942,-0.000189,0,0.46888,0.46888,0.46888,1,0.95,19,0.95,0
0.00554,0.40328,-0.000138,0,0.4028,0.4028,0.4028,1,0.96,19,0.96,0
0.005539,0.26401,-5.9e-05,0,0.26369,0.26369,0.26369,1,0.97,19,0.97,0
0.005539,0.19113,-3.1e-05,0,0.1909,0.1909,0.1909,1,0.98,19,0.98,0
0.005539,0.11623,-1.2e-05,0,0.11609,0.11609,0.11609,1,0.99,19,0.99,0
0.005539,0.039383,-2e-06,0,0.039334,0.039334,0.039334,1,1,19,1,0
