"pressure","velocity:0","velocity:1","velocity:2","velocitystagered:0","velocitystagered:1","velocitystagered:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.11746,1.0755,0.000464,0,1.0764,1.0764,1.0764,1,0.46,4,0.46,0
0.11746,1.0754,0.000295,0,1.0762,1.0762,1.0762,1,0.47,4,0.47,0
0.11746,1.0753,0.000211,0,1.0762,1.0762,1.0762,1,0.48,4,0.48,0
0.11746,1.0753,0.000126,0,1.0762,1.0762,1.0762,1,0.49,4,0.49,0
0.11746,1.0753,4.2e-05,0,1.0761,1.0761,1.0761,1,0.5,4,0.5,0
0.11746,1.0753,-0.000126,0,1.0762,1.0762,1.0762,1,0.51,4,0.51,0
0.11746,1.0753,-0.000211,0,1.0762,1.0762,1.0762,1,0.52,4,0.52,0
0.11746,1.0754,-0.000295,0,1.0762,1.0762,1.0762,1,0.53,4,0.53,0
0.11746,1.0755,-0.000464,0,1.0764,1.0764,1.0764,1,0.54,4,0.54,0
0.11746,1.0756,-0.000548,0,1.0765,1.0765,1.0765,1,0.55,4,0.55,0
0.11746,1.0757,-0.000632,0,1.0766,1.0766,1.0766,1,0.56,4,0.56,0
0.11745,1.0758,-0.000717,0,1.0767,1.0767,1.0767,1,0.57,4,0.57,0
0.11745,1.0761,-0.000885,0,1.077,1.077,1.077,1,0.58,4,0.58,0
0.11745,1.0763,-0.00097,0,1.0772,1.0772,1.0772,1,0.59,4,0.59,0
0.11745,1.0765,-0.001054,0,1.0773,1.0773,1.0773,1,0.6,4,0.6,0
0.11745,1.0769,-0.001223,0,1.0778,1.0778,1.0778,1,0.61,4,0.61,0
0.11745,1.0772,-0.001308,0,1.078,1.078,1.078,1,0.62,4,0.62,0
0.11744,1.0774,-0.001392,0,1.0783,1.0783,1.0783,1,0.63,4,0.63,0
0.11744,1.0777,-0.001477,0,1.0786,1.0786,1.0786,1,0.64,4,0.64,0
0.11744,1.0784,-0.001646,0,1.0792,1.0792,1.0792,1,0.65,4,0.65,0
0.11744,1.0787,-0.001731,0,1.0796,1.0796,1.0796,1,0.66,4,0.66,0
0.11744,1.0791,-0.001816,0,1.0799,1.0799,1.0799,1,0.67,4,0.67,0
0.11743,1.0799,-0.001986,0,1.0808,1.0808,1.0808,1,0.68,4,0.68,0
0.11743,1.0804,-0.002071,0,1.0812,1.0812,1.0812,1,0.69,4,0.69,0
0.11743,1.0809,-0.002156,0,1.0817,1.0817,1.0817,1,0.7,4,0.7,0
0.11742,1.0814,-0.002241,0,1.0822,1.0822,1.0822,1,0.71,4,0.71,0
0.11742,1.0825,-0.002412,0,1.0834,1.0834,1.0834,1,0.72,4,0.72,0
0.11741,1.0832,-0.002497,0,1.084,1.084,1.084,1,0.73,4,0.73,0
0.11741,1.0838,-0.002583,0,1.0847,1.0847,1.0847,1,0.74,4,0.74,0
0.1174,1.0853,-0.002755,0,1.0862,1.0862,1.0862,1,0.75,4,0.75,0
0.1174,1.0861,-0.002841,0,1.087,1.087,1.087,1,0.76,4,0.76,0
0.1174,1.087,-0.002927,0,1.0878,1.0878,1.0878,1,0.77,4,0.77,0
0.11739,1.0879,-0.003014,0,1.0887,1.0887,1.0887,1,0.78,4,0.78,0
0.11739,1.0899,-0.003187,0,1.0907,1.0907,1.0907,1,0.79,4,0.79,0
0.11738,1.0909,-0.003274,0,1.0918,1.0918,1.0918,1,0.8,4,0.8,0
0.11738,1.0921,-0.003361,0,1.0929,1.0929,1.0929,1,0.81,4,0.81,0
0.11737,1.0932,-0.003448,0,1.0941,1.0941,1.0941,1,0.82,4,0.82,0
0.11737,1.0956,-0.003617,0,1.0964,1.0964,1.0964,1,0.83,4,0.83,0
0.11736,1.0966,-0.003698,0,1.0974,1.0974,1.0974,1,0.84,4,0.84,0
0.11736,1.0973,-0.003773,0,1.098,1.098,1.098,1,0.85,4,0.85,0
0.11735,1.0969,-0.003894,0,1.0973,1.0973,1.0973,1,0.86,4,0.86,0
0.11734,1.0949,-0.00393,0,1.0951,1.0951,1.0951,1,0.87,4,0.87,0
0.11734,1.0908,-0.00394,0,1.0907,1.0907,1.0907,1,0.88,4,0.88,0
0.11733,1.0837,-0.003915,0,1.0833,1.0833,1.0833,1,0.89,4,0.89,0
0.11732,1.0555,-0.003726,0,1.054,1.054,1.054,1,0.9,4,0.9,0
0.11732,1.0314,-0.003544,0,1.0293,1.0293,1.0293,1,0.91,4,0.91,0
0.11731,0.99842,-0.003298,0,0.99562,0.99562,0.99562,1,0.92,4,0.92,0
0.11731,0.89992,-0.00262,0,0.89599,0.89599,0.89599,1,0.93,4,0.93,0
0.1173,0.83236,-0.002211,0,0.82809,0.82809,0.82809,1,0.94,4,0.94,0
0.1173,0.75219,-0.001779,0,0.74782,0.74782,0.74782,1,0.95,4,0.95,0
0.1173,0.65996,-0.00135,0,0.65574,0.65574,0.65574,1,0.96,4,0.96,0
0.11729,0.44438,-0.000598,0,0.4412,0.4412,0.4412,1,0.97,4,0.97,0
0.11729,0.32433,-0.000319,0,0.32194,0.32194,0.32194,1,0.98,4,0.98,0
0.11729,0.19826,-0.000125,0,0.19678,0.19678,0.19678,1,0.99,4,0.99,0
0.11728,0.06743,-2.5e-05,0,0.066922,0.066922,0.066922,1,1,4,1,0
