"pressure","velocity:0","velocity:1","velocity:2","h","nu","lm","u","pressureactual","velocitystagered:0","velocitystagered:1","velocitystagered:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.026571,0.16166,-6e-06,0,0.007812,0.000316,0.003203,0.098717,0.016826,0.16178,0.16178,0.16178,1,0,19,0,0
0.026571,0.31989,-2.3e-05,0,0.015625,0.000683,0.006406,0.10654,0.015219,0.32011,0.32011,0.32011,1,0.01,19,0.01,0
0.026571,0.42152,-4.7e-05,0,0.023438,0.001041,0.009609,0.10833,0.014834,0.42179,0.42179,0.42179,1,0.02,19,0.02,0
0.02657,0.49604,-7.6e-05,0,0.03125,0.001398,0.012812,0.10914,0.014658,0.49636,0.49636,0.49636,1,0.03,19,0.03,0
0.026568,0.60273,-0.000145,0,0.046875,0.0021,0.019219,0.10926,0.01463,0.6031,0.6031,0.6031,1,0.04,19,0.04,0
0.026567,0.64345,-0.000183,0,0.054688,0.002444,0.022422,0.10899,0.014689,0.64384,0.64384,0.64384,1,0.05,19,0.05,0
0.026566,0.67868,-0.000223,0,0.0625,0.002783,0.025625,0.10859,0.014774,0.67909,0.67909,0.67909,1,0.06,19,0.06,0
0.026564,0.70966,-0.000264,0,0.070312,0.003117,0.028828,0.10811,0.014877,0.71009,0.71009,0.71009,1,0.07,19,0.07,0
0.026561,0.76214,-0.000351,0,0.085938,0.00377,0.035234,0.10699,0.015116,0.76258,0.76258,0.76258,1,0.08,19,0.08,0
0.02656,0.78471,-0.000396,0,0.09375,0.004088,0.038437,0.10637,0.015246,0.78517,0.78517,0.78517,1,0.09,19,0.09,0
0.026558,0.80537,-0.000442,0,0.10156,0.004402,0.041641,0.10572,0.015381,0.80584,0.80584,0.80584,1,0.1,19,0.1,0
0.026554,0.84197,-0.000536,0,0.11719,0.005015,0.048047,0.10437,0.01566,0.84245,0.84245,0.84245,1,0.11,19,0.11,0
0.026552,0.85833,-0.000584,0,0.125,0.005313,0.05125,0.10368,0.015803,0.85881,0.85881,0.85881,1,0.12,19,0.12,0
0.02655,0.87358,-0.000632,0,0.13281,0.005607,0.054453,0.10296,0.015949,0.87407,0.87407,0.87407,1,0.13,19,0.13,0
0.026548,0.88787,-0.000681,0,0.14062,0.005896,0.057656,0.10226,0.016091,0.88836,0.88836,0.88836,1,0.14,19,0.14,0
0.026543,0.91389,-0.000779,0,0.15625,0.006501,0.064062,0.10148,0.016244,0.91439,0.91439,0.91439,1,0.15,19,0.15,0
0.026544,0.92604,-0.000828,0,0.16406,0.00644,0.064474,0.09989,0.016566,0.92652,0.92652,0.92652,1,0.16,19,0.16,0
0.026547,0.9381,-0.000874,0,0.17188,0.006388,0.064474,0.099074,0.016732,0.93854,0.93854,0.93854,1,0.17,19,0.17,0
0.026553,0.96189,-0.000954,0,0.1875,0.006274,0.064474,0.097313,0.017083,0.96226,0.96226,0.96226,1,0.18,19,0.18,0
0.026556,0.97363,-0.000989,0,0.19531,0.006215,0.064474,0.096396,0.017264,0.97396,0.97396,0.97396,1,0.19,19,0.19,0
0.026559,0.98525,-0.00102,0,0.20312,0.006154,0.064474,0.095453,0.017447,0.98555,0.98555,0.98555,1,0.2,19,0.2,0
0.026561,0.99676,-0.001048,0,0.21094,0.006092,0.064474,0.094484,0.017634,0.99702,0.99702,0.99702,1,0.21,19,0.21,0
0.026566,1.0194,-0.001092,0,0.22656,0.005961,0.064474,0.09246,0.018017,1.0196,1.0196,1.0196,1,0.22,19,0.22,0
0.026569,1.0306,-0.00111,0,0.23438,0.005893,0.064474,0.091405,0.018214,1.0307,1.0307,1.0307,1,0.23,19,0.23,0
0.026571,1.0416,-0.001123,0,0.24219,0.005823,0.064474,0.090319,0.018413,1.0417,1.0417,1.0417,1,0.24,19,0.24,0
0.026575,1.0632,-0.001141,0,0.25781,0.005677,0.064474,0.088053,0.018822,1.0632,1.0632,1.0632,1,0.25,19,0.25,0
0.026577,1.0738,-0.001145,0,0.26562,0.005601,0.064474,0.086869,0.019031,1.0738,1.0738,1.0738,1,0.26,19,0.26,0
0.026579,1.0842,-0.001145,0,0.27344,0.005522,0.064474,0.085651,0.019243,1.0842,1.0842,1.0842,1,0.27,19,0.27,0
0.026581,1.0945,-0.001143,0,0.28125,0.005441,0.064474,0.084396,0.019458,1.0945,1.0945,1.0945,1,0.28,19,0.28,0
0.026584,1.1147,-0.001129,0,0.29688,0.005272,0.064474,0.081771,0.019898,1.1146,1.1146,1.1146,1,0.29,19,0.29,0
0.026586,1.1245,-0.001117,0,0.30469,0.005184,0.064474,0.080398,0.020122,1.1244,1.1244,1.1244,1,0.3,19,0.3,0
0.026587,1.1342,-0.001102,0,0.3125,0.005092,0.064474,0.078981,0.020349,1.134,1.134,1.134,1,0.31,19,0.31,0
0.026588,1.1436,-0.001085,0,0.32031,0.004998,0.064474,0.077519,0.020579,1.1434,1.1434,1.1434,1,0.32,19,0.32,0
0.026591,1.1621,-0.001041,0,0.33594,0.0048,0.064474,0.07445,0.021048,1.1618,1.1618,1.1618,1,0.33,19,0.33,0
0.026592,1.171,-0.001015,0,0.34375,0.004696,0.064474,0.072837,0.021286,1.1707,1.1707,1.1707,1,0.34,19,0.34,0
0.026592,1.1797,-0.000986,0,0.35156,0.004588,0.064474,0.071168,0.021528,1.1794,1.1794,1.1794,1,0.35,19,0.35,0
0.026594,1.1965,-0.000921,0,0.36719,0.004361,0.064474,0.067646,0.022018,1.1962,1.1962,1.1962,1,0.36,19,0.36,0
0.026594,1.2046,-0.000884,0,0.375,0.004241,0.064474,0.065784,0.022267,1.2042,1.2042,1.2042,1,0.37,19,0.37,0
0.026595,1.2125,-0.000845,0,0.38281,0.004117,0.064474,0.063848,0.022518,1.2121,1.2121,1.2121,1,0.38,19,0.38,0
0.026595,1.2201,-0.000804,0,0.39062,0.003987,0.064474,0.061832,0.022772,1.2197,1.2197,1.2197,1,0.39,19,0.39,0
0.026595,1.2346,-0.000715,0,0.40625,0.003709,0.064474,0.057529,0.023286,1.2341,1.2341,1.2341,1,0.4,19,0.4,0
0.026595,1.2414,-0.000667,0,0.41406,0.00356,0.064474,0.055222,0.023545,1.2409,1.2409,1.2409,1,0.41,19,0.41,0
