"pressure","velocity:0","velocity:1","velocity:2","velocitystagered:0","velocitystagered:1","velocitystagered:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.022768,1.1677,0.001163,0,1.1681,1.1681,1.1681,1,0.28,16,0.28,0
0.022769,1.1671,0.001085,0,1.1675,1.1675,1.1675,1,0.29,16,0.29,0
0.022769,1.1667,0.001045,0,1.1671,1.1671,1.1671,1,0.3,16,0.3,0
0.02277,1.1662,0.001005,0,1.1666,1.1666,1.1666,1,0.31,16,0.31,0
0.02277,1.1658,0.000964,0,1.1662,1.1662,1.1662,1,0.32,16,0.32,0
0.022771,1.1648,0.000882,0,1.1653,1.1653,1.1653,1,0.33,16,0.33,0
0.022771,1.1644,0.000841,0,1.1648,1.1648,1.1648,1,0.34,16,0.34,0
0.022771,1.164,0.0008,0,1.1644,1.1644,1.1644,1,0.35,16,0.35,0
0.022772,1.1632,0.000718,0,1.1636,1.1636,1.1636,1,0.36,16,0.36,0
0.022772,1.1629,0.000676,0,1.1633,1.1633,1.1633,1,0.37,16,0.37,0
0.022772,1.1626,0.000635,0,1.163,1.163,1.163,1,0.38,16,0.38,0
0.022772,1.1623,0.000594,0,1.1627,1.1627,1.1627,1,0.39,16,0.39,0
0.022773,1.1618,0.000512,0,1.1622,1.1622,1.1622,1,0.4,16,0.4,0
0.022773,1.1615,0.000471,0,1.1619,1.1619,1.1619,1,0.41,16,0.41,0
0.022773,1.1613,0.00043,0,1.1617,1.1617,1.1617,1,0.42,16,0.42,0
0.022773,1.161,0.000348,0,1.1614,1.1614,1.1614,1,0.43,16,0.43,0
0.022773,1.1608,0.000307,0,1.1612,1.1612,1.1612,1,0.44,16,0.44,0
0.022774,1.1607,0.000266,0,1.1611,1.1611,1.1611,1,0.45,16,0.45,0
0.022774,1.1606,0.000225,0,1.161,1.161,1.161,1,0.46,16,0.46,0
0.022774,1.1604,0.000143,0,1.1608,1.1608,1.1608,1,0.47,16,0.47,0
0.022774,1.1604,0.000102,0,1.1608,1.1608,1.1608,1,0.48,16,0.48,0
0.022774,1.1603,6.1e-05,0,1.1608,1.1608,1.1608,1,0.49,16,0.49,0
0.022774,1.1603,-2e-05,0,1.1607,1.1607,1.1607,1,0.5,16,0.5,0
0.022774,1.1603,-6.1e-05,0,1.1608,1.1608,1.1608,1,0.51,16,0.51,0
0.022774,1.1604,-0.000102,0,1.1608,1.1608,1.1608,1,0.52,16,0.52,0
0.022774,1.1604,-0.000143,0,1.1608,1.1608,1.1608,1,0.53,16,0.53,0
0.022774,1.1606,-0.000225,0,1.161,1.161,1.161,1,0.54,16,0.54,0
0.022774,1.1607,-0.000266,0,1.1611,1.1611,1.1611,1,0.55,16,0.55,0
0.022773,1.1608,-0.000307,0,1.1612,1.1612,1.1612,1,0.56,16,0.56,0
0.022773,1.161,-0.000348,0,1.1614,1.1614,1.1614,1,0.57,16,0.57,0
0.022773,1.1613,-0.00043,0,1.1617,1.1617,1.1617,1,0.58,16,0.58,0
0.022773,1.1615,-0.000471,0,1.1619,1.1619,1.1619,1,0.59,16,0.59,0
0.022773,1.1618,-0.000512,0,1.1622,1.1622,1.1622,1,0.6,16,0.6,0
0.022772,1.1623,-0.000594,0,1.1627,1.1627,1.1627,1,0.61,16,0.61,0
0.022772,1.1626,-0.000635,0,1.163,1.163,1.163,1,0.62,16,0.62,0
0.022772,1.1629,-0.000676,0,1.1633,1.1633,1.1633,1,0.63,16,0.63,0
0.022772,1.1632,-0.000718,0,1.1636,1.1636,1.1636,1,0.64,16,0.64,0
0.022771,1.164,-0.0008,0,1.1644,1.1644,1.1644,1,0.65,16,0.65,0
0.022771,1.1644,-0.000841,0,1.1648,1.1648,1.1648,1,0.66,16,0.66,0
0.022771,1.1648,-0.000882,0,1.1653,1.1653,1.1653,1,0.67,16,0.67,0
0.02277,1.1658,-0.000964,0,1.1662,1.1662,1.1662,1,0.68,16,0.68,0
0.02277,1.1662,-0.001005,0,1.1666,1.1666,1.1666,1,0.69,16,0.69,0
0.022769,1.1667,-0.001045,0,1.1671,1.1671,1.1671,1,0.7,16,0.7,0
0.022769,1.1671,-0.001085,0,1.1675,1.1675,1.1675,1,0.71,16,0.71,0
0.022768,1.1677,-0.001163,0,1.1681,1.1681,1.1681,1,0.72,16,0.72,0
0.022768,1.1679,-0.0012,0,1.1683,1.1683,1.1683,1,0.73,16,0.73,0
0.022767,1.1679,-0.001236,0,1.1682,1.1682,1.1682,1,0.74,16,0.74,0
0.022767,1.1676,-0.00127,0,1.1679,1.1679,1.1679,1,0.75,16,0.75,0
0.022766,1.1659,-0.001331,0,1.1662,1.1662,1.1662,1,0.76,16,0.76,0
0.022766,1.1643,-0.001356,0,1.1645,1.1645,1.1645,1,0.77,16,0.77,0
0.022765,1.1619,-0.001378,0,1.1621,1.1621,1.1621,1,0.78,16,0.78,0
0.022764,1.1544,-0.001405,0,1.1544,1.1544,1.1544,1,0.79,16,0.79,0
0.022764,1.1487,-0.00141,0,1.1487,1.1487,1.1487,1,0.8,16,0.8,0
0.022763,1.1415,-0.001408,0,1.1415,1.1415,1.1415,1,0.81,16,0.81,0
0.022763,1.1325,-0.001398,0,1.1324,1.1324,1.1324,1,0.82,16,0.82,0
0.022762,1.1079,-0.001353,0,1.1075,1.1075,1.1075,1,0.83,16,0.83,0
0.022761,1.0917,-0.001317,0,1.0913,1.0913,1.0913,1,0.84,16,0.84,0
0.022761,1.0726,-0.001272,0,1.0721,1.0721,1.0721,1,0.85,16,0.85,0
0.02276,1.0245,-0.001156,0,1.0239,1.0239,1.0239,1,0.86,16,0.86,0
0.02276,0.99518,-0.001086,0,0.99444,0.99444,0.99444,1,0.87,16,0.87,0
0.022759,0.96204,-0.001009,0,0.96123,0.96123,0.96123,1,0.88,16,0.88,0
0.022759,0.92501,-0.000926,0,0.92416,0.92416,0.92416,1,0.89,16,0.89,0
0.022758,0.83915,-0.00075,0,0.83824,0.83824,0.83824,1,0.9,16,0.9,0
0.022758,0.79036,-0.000658,0,0.78944,0.78944,0.78944,1,0.91,16,0.91,0
0.022757,0.73777,-0.000568,0,0.73687,0.73687,0.73687,1,0.92,16,0.92,0
0.022757,0.62179,-0.000395,0,0.62097,0.62097,0.62097,1,0.93,16,0.93,0
0.022757,0.55876,-0.000315,0,0.558,0.558,0.558,1,0.94,16,0.94,0
0.022756,0.49264,-0.000242,0,0.49194,0.49194,0.49194,1,0.95,16,0.95,0
0.022756,0.42362,-0.000177,0,0.42301,0.42301,0.42301,1,0.96,16,0.96,0
0.022756,0.27771,-7.5e-05,0,0.2773,0.2773,0.2773,1,0.97,16,0.97,0
0.022755,0.20115,-4e-05,0,0.20085,0.20085,0.20085,1,0.98,16,0.98,0
0.022755,0.12238,-1.5e-05,0,0.12219,0.12219,0.12219,1,0.99,16,0.99,0
0.022755,0.041481,-3e-06,0,0.041418,0.041418,0.041418,1,1,16,1,0
