"pressure","velocity:0","velocity:1","velocity:2","h","nu","lm","u","pressureactual","velocitystagered:0","velocitystagered:1","velocitystagered:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.16791,0.072393,1e-06,0,0.003906,7.9e-05,0.001602,0.049382,0.16547,0.072388,0.072388,0.072388,1,0,7,0,0
0.16791,0.23565,1e-05,0,0.011719,0.00035,0.004805,0.072853,0.1626,0.23564,0.23564,0.23564,1,0.01,7,0.01,0
0.16791,0.3628,3.3e-05,0,0.023438,0.000757,0.009609,0.078823,0.16169,0.36278,0.36278,0.36278,1,0.02,7,0.02,0
0.16791,0.41819,5.1e-05,0,0.03125,0.001023,0.012812,0.079846,0.16153,0.41817,0.41817,0.41817,1,0.03,7,0.03,0
0.16791,0.4815,8.7e-05,0,0.042969,0.001239,0.015632,0.079239,0.16163,0.48147,0.48147,0.48147,1,0.04,7,0.04,0
0.16791,0.52093,0.000134,0,0.050781,0.001224,0.015632,0.07832,0.16178,0.52087,0.52087,0.52087,1,0.05,7,0.05,0
0.16792,0.579,0.000242,0,0.0625,0.001197,0.015632,0.076562,0.16206,0.57891,0.57891,0.57891,1,0.06,7,0.06,0
0.16792,0.61695,0.00034,0,0.070312,0.001177,0.015632,0.075277,0.16226,0.61685,0.61685,0.61685,1,0.07,7,0.07,0
0.16793,0.67261,0.00052,0,0.082031,0.001144,0.015632,0.073169,0.16258,0.67248,0.67248,0.67248,1,0.08,7,0.08,0
0.16794,0.7266,0.000739,0,0.09375,0.001107,0.015632,0.070828,0.16292,0.72645,0.72645,0.72645,1,0.09,7,0.09,0
0.16794,0.76158,0.000904,0,0.10156,0.001081,0.015632,0.069127,0.16316,0.76141,0.76141,0.76141,1,0.1,7,0.1,0
0.16795,0.81239,0.001178,0,0.11328,0.001037,0.015632,0.066354,0.16354,0.8122,0.8122,0.8122,1,0.11,7,0.11,0
0.16795,0.84506,0.001376,0,0.12109,0.001006,0.015632,0.064349,0.16381,0.84486,0.84486,0.84486,1,0.12,7,0.12,0
0.16796,0.8921,0.001689,0,0.13281,0.000955,0.015632,0.061097,0.16423,0.89189,0.89189,0.89189,1,0.13,7,0.13,0
0.16797,0.92206,0.001907,0,0.14062,0.000919,0.015632,0.058759,0.16451,0.92184,0.92184,0.92184,1,0.14,7,0.14,0
0.16798,0.96473,0.002242,0,0.15234,0.00086,0.015632,0.054987,0.16495,0.9645,0.9645,0.9645,1,0.15,7,0.15,0
0.16798,0.99154,0.002467,0,0.16016,0.000817,0.015632,0.052292,0.16525,0.99132,0.99132,0.99132,1,0.16,7,0.16,0
0.16799,1.0292,0.002801,0,0.17188,0.00075,0.015632,0.047973,0.16569,1.0289,1.0289,1.0289,1,0.17,7,0.17,0
0.16801,1.0634,0.003121,0,0.18359,0.000677,0.015632,0.043319,0.16613,1.0632,1.0632,1.0632,1,0.18,7,0.18,0
0.16801,1.0842,0.003323,0,0.19141,0.000626,0.015632,0.040033,0.16641,1.084,1.084,1.084,1,0.19,7,0.19,0
0.16802,1.1123,0.003598,0,0.20312,0.000545,0.015632,0.034833,0.16681,1.1122,1.1122,1.1122,1,0.2,7,0.2,0
0.16803,1.1288,0.003759,0,0.21094,0.000488,0.015632,0.031196,0.16706,1.1287,1.1287,1.1287,1,0.21,7,0.21,0
0.16804,1.1501,0.003958,0,0.22266,0.000399,0.015632,0.025513,0.16739,1.15,1.15,1.15,1,0.22,7,0.22,0
0.16805,1.1619,0.004058,0,0.23047,0.000338,0.015632,0.0216,0.16759,1.1618,1.1618,1.1618,1,0.23,7,0.23,0
0.16806,1.1759,0.004149,0,0.24219,0.000244,0.015632,0.015629,0.16782,1.1758,1.1758,1.1758,1,0.24,7,0.24,0
0.16807,1.1827,0.004166,0,0.25,0.000182,0.015632,0.011666,0.16793,1.1827,1.1827,1.1827,1,0.25,7,0.25,0
0.16808,1.1893,0.004124,0,0.26172,9.4e-05,0.015632,0.006045,0.16804,1.1893,1.1893,1.1893,1,0.26,7,0.26,0
0.16808,1.192,0.004003,0,0.27344,2.5e-05,0.015632,0.001577,0.16808,1.1921,1.1921,1.1921,1,0.27,7,0.27,0
0.16809,1.1922,0.003888,0,0.28125,9e-06,0.015632,0.000566,0.16809,1.1924,1.1924,1.1924,1,0.28,7,0.28,0
0.16809,1.1916,0.003692,0,0.29297,2e-05,0.015632,0.001285,0.16809,1.1917,1.1917,1.1917,1,0.29,7,0.29,0
0.16809,1.191,0.003555,0,0.30078,2.2e-05,0.015632,0.001408,0.16809,1.1911,1.1911,1.1911,1,0.3,7,0.3,0
0.1681,1.19,0.003348,0,0.3125,2.2e-05,0.015632,0.001393,0.1681,1.1901,1.1901,1.1901,1,0.31,7,0.31,0
0.1681,1.1894,0.003209,0,0.32031,2.1e-05,0.015632,0.001334,0.1681,1.1895,1.1895,1.1895,1,0.32,7,0.32,0
0.1681,1.1885,0.003001,0,0.33203,1.9e-05,0.015632,0.001229,0.1681,1.1887,1.1887,1.1887,1,0.33,7,0.33,0
0.16811,1.1877,0.002792,0,0.34375,1.8e-05,0.015632,0.001126,0.1681,1.1879,1.1879,1.1879,1,0.34,7,0.34,0
0.16811,1.1873,0.002654,0,0.35156,1.7e-05,0.015632,0.001064,0.16811,1.1874,1.1874,1.1874,1,0.35,7,0.35,0
