Time,0.0,0.007812,0.015625,0.023438,0.03125,0.039062,0.046875,0.054688,0.0625,0.070312,0.078125,0.085938,0.09375,0.101562,0.109375,0.117188,0.125,0.132812,0.140625,0.148438,0.15625,0.164062,0.171875,0.179688,0.1875,0.195312,0.203125,0.210938,0.21875,0.226562,0.234375,0.242188,0.25,0.257812,0.265625,0.273438,0.28125,0.289062,0.296875,0.304688,0.3125,0.320312,0.328125,0.335938,0.34375,0.351562,0.359375,0.367188,0.375,0.382812,0.390625,0.398438,0.40625,0.414062,0.421875,0.429688,0.4375,0.445312,0.453125,0.460938,0.46875,0.476562,0.484375,0.492188,0.5,0.507812,0.515625,0.523438,0.53125,0.539062,0.546875,0.554688,0.5625,0.570312,0.578125,0.585938,0.59375,0.601562,0.609375,0.617188,0.625,0.632812,0.640625,0.648438,0.65625,0.664062,0.671875,0.679688,0.6875,0.695312,0.703125,0.710938,0.71875,0.726562,0.734375,0.742188,0.75,0.757812,0.765625,0.773438,0.78125,0.789062,0.796875,0.804688,0.8125,0.820312,0.828125,0.835938,0.84375,0.851562,0.859375,0.867188,0.875,0.882812,0.890625,0.898438,0.90625,0.914062,0.921875,0.929688,0.9375,0.945312,0.953125,0.960938,0.96875,0.976562,0.984375,0.992188,1.0
117,0.647861,0.969746,1.038476,1.043769,1.037718,1.031538,1.026631,1.022787,1.019717,1.017219,1.015155,1.013429,1.01197,1.010727,1.009658,1.008734,1.007929,1.007224,1.006603,1.006053,1.005563,1.005126,1.004733,1.004378,1.004057,1.003765,1.003499,1.003254,1.00303,1.002822,1.002631,1.002452,1.002287,1.002132,1.001987,1.001851,1.001723,1.001603,1.001489,1.001381,1.001279,1.001183,1.001091,1.001004,1.000922,1.000843,1.000768,1.000698,1.00063,1.000567,1.000506,1.000449,1.000395,1.000344,1.000296,1.000252,1.00021,1.000171,1.000136,1.000103,1.000074,1.000047,1.000023,1.000003,0.999986,0.999971,0.99996,0.999952,0.999947,0.999946,0.999948,0.999953,0.999961,0.999974,0.999989,1.000009,1.000032,1.000058,1.000089,1.000124,1.000163,1.000207,1.000255,1.000307,1.000365,1.000428,1.000497,1.000571,1.000651,1.000738,1.000833,1.000935,1.001045,1.001164,1.001293,1.001433,1.001585,1.001749,1.001929,1.002124,1.002338,1.002572,1.002829,1.003112,1.003425,1.003772,1.004158,1.004589,1.005072,1.005616,1.006231,1.006931,1.00773,1.008649,1.009711,1.010948,1.0124,1.014118,1.016173,1.018661,1.02172,1.025551,1.030442,1.036593,1.042572,1.037082,0.968006,0.646136,0.685404
131,0.647864,0.96975,1.03848,1.043774,1.037724,1.031545,1.026639,1.022796,1.019727,1.01723,1.015167,1.013442,1.011984,1.010742,1.009674,1.00875,1.007946,1.007242,1.006621,1.006071,1.005582,1.005145,1.004752,1.004398,1.004077,1.003785,1.003518,1.003274,1.003049,1.002842,1.00265,1.002472,1.002306,1.002151,1.002006,1.001869,1.001741,1.00162,1.001506,1.001398,1.001296,1.001199,1.001107,1.001019,1.000936,1.000857,1.000782,1.000711,1.000643,1.000579,1.000518,1.00046,1.000406,1.000354,1.000306,1.000261,1.000219,1.00018,1.000144,1.000111,1.00008,1.000053,1.000029,1.000008,0.999991,0.999976,0.999964,0.999956,0.99995,0.999949,0.99995,0.999955,0.999963,0.999975,0.99999,1.000009,1.000031,1.000058,1.000088,1.000123,1.000162,1.000205,1.000252,1.000305,1.000362,1.000425,1.000493,1.000567,1.000647,1.000734,1.000828,1.000929,1.001039,1.001158,1.001287,1.001426,1.001577,1.001742,1.001921,1.002116,1.002329,1.002563,1.002819,1.003102,1.003414,1.00376,1.004145,1.004575,1.005057,1.0056,1.006214,1.006912,1.00771,1.008627,1.009688,1.010924,1.012373,1.01409,1.016143,1.018629,1.021685,1.025514,1.030401,1.036549,1.042522,1.037019,0.967922,0.646051,0.685408
146,0.647869,0.969755,1.038484,1.043779,1.037728,1.031551,1.026645,1.022802,1.019733,1.017237,1.015175,1.01345,1.011993,1.01075,1.009683,1.00876,1.007956,1.007252,1.006631,1.006082,1.005593,1.005156,1.004764,1.004409,1.004089,1.003797,1.00353,1.003286,1.003061,1.002854,1.002662,1.002483,1.002317,1.002162,1.002017,1.00188,1.001752,1.001631,1.001516,1.001408,1.001306,1.001209,1.001116,1.001029,1.000945,1.000866,1.000791,1.000719,1.000651,1.000586,1.000525,1.000467,1.000412,1.000361,1.000312,1.000267,1.000224,1.000185,1.000149,1.000115,1.000085,1.000058,1.000033,1.000012,0.999994,0.999979,0.999967,0.999958,0.999953,0.999951,0.999952,0.999956,0.999964,0.999976,0.999991,1.000009,1.000032,1.000058,1.000088,1.000123,1.000161,1.000204,1.000252,1.000304,1.000361,1.000424,1.000492,1.000565,1.000645,1.000732,1.000826,1.000927,1.001037,1.001155,1.001284,1.001423,1.001574,1.001738,1.001917,1.002111,1.002324,1.002557,1.002813,1.003096,1.003407,1.003753,1.004137,1.004567,1.005048,1.00559,1.006204,1.006901,1.007698,1.008614,1.009674,1.010908,1.012357,1.014072,1.016123,1.018607,1.021662,1.025489,1.030375,1.03652,1.042488,1.036976,0.967864,0.645993,0.685412
161,0.647867,0.969753,1.038482,1.043776,1.037726,1.031548,1.026643,1.0228,1.019732,1.017235,1.015173,1.013449,1.011992,1.010749,1.009682,1.008759,1.007955,1.007251,1.006631,1.006082,1.005593,1.005156,1.004764,1.00441,1.004089,1.003797,1.00353,1.003286,1.003061,1.002854,1.002662,1.002484,1.002317,1.002162,1.002017,1.00188,1.001752,1.001631,1.001517,1.001408,1.001306,1.001209,1.001116,1.001029,1.000945,1.000866,1.000791,1.000719,1.000651,1.000586,1.000525,1.000467,1.000412,1.000361,1.000312,1.000267,1.000224,1.000185,1.000149,1.000115,1.000085,1.000058,1.000033,1.000012,0.999994,0.999979,0.999967,0.999959,0.999953,0.999951,0.999953,0.999957,0.999965,0.999977,0.999992,1.000011,1.000034,1.00006,1.00009,1.000125,1.000164,1.000207,1.000254,1.000307,1.000364,1.000427,1.000495,1.000569,1.000649,1.000736,1.000829,1.000931,1.001041,1.001159,1.001288,1.001427,1.001578,1.001742,1.001921,1.002116,1.002329,1.002562,1.002818,1.0031,1.003411,1.003757,1.004141,1.00457,1.005051,1.005593,1.006206,1.006903,1.0077,1.008615,1.009675,1.010908,1.012356,1.01407,1.016121,1.018604,1.021657,1.025483,1.030368,1.036512,1.042477,1.03696,0.96784,0.645969,0.68541
176,0.647844,0.969729,1.038461,1.043757,1.037707,1.031529,1.026624,1.022781,1.019713,1.017217,1.015155,1.013431,1.011974,1.010732,1.009665,1.008742,1.007938,1.007234,1.006614,1.006065,1.005577,1.00514,1.004748,1.004394,1.004073,1.003781,1.003515,1.003271,1.003047,1.002839,1.002648,1.00247,1.002304,1.002149,1.002004,1.001867,1.001739,1.001619,1.001504,1.001397,1.001294,1.001198,1.001106,1.001018,1.000935,1.000856,1.000781,1.00071,1.000642,1.000578,1.000517,1.00046,1.000406,1.000354,1.000306,1.000261,1.000219,1.000181,1.000145,1.000112,1.000082,1.000055,1.000032,1.000011,0.999993,0.999979,0.999968,0.99996,0.999955,0.999954,0.999955,0.999961,0.999969,0.999982,0.999997,1.000017,1.00004,1.000067,1.000098,1.000133,1.000172,1.000216,1.000264,1.000317,1.000375,1.000438,1.000507,1.000581,1.000662,1.000749,1.000844,1.000946,1.001056,1.001175,1.001304,1.001444,1.001595,1.00176,1.001939,1.002134,1.002347,1.00258,1.002837,1.003119,1.003431,1.003776,1.004161,1.00459,1.005071,1.005613,1.006226,1.006923,1.007719,1.008635,1.009694,1.010927,1.012374,1.014088,1.016138,1.018621,1.021674,1.025499,1.030383,1.036526,1.042491,1.036973,0.967852,0.64598,0.685391
191,0.647792,0.969676,1.038417,1.043717,1.037669,1.031492,1.026587,1.022744,1.019676,1.01718,1.015118,1.013394,1.011937,1.010696,1.009629,1.008706,1.007903,1.007199,1.00658,1.006031,1.005543,1.005106,1.004714,1.004361,1.00404,1.003749,1.003483,1.00324,1.003016,1.002809,1.002618,1.00244,1.002275,1.00212,1.001976,1.00184,1.001713,1.001593,1.001479,1.001372,1.001271,1.001175,1.001083,1.000997,1.000914,1.000836,1.000762,1.000692,1.000625,1.000562,1.000502,1.000445,1.000392,1.000342,1.000295,1.000251,1.00021,1.000172,1.000137,1.000105,1.000076,1.000051,1.000028,1.000008,0.999992,0.999979,0.999968,0.999962,0.999958,0.999957,0.99996,0.999967,0.999977,0.99999,1.000007,1.000027,1.000052,1.00008,1.000112,1.000148,1.000188,1.000233,1.000282,1.000336,1.000395,1.000459,1.000529,1.000604,1.000686,1.000774,1.00087,1.000972,1.001083,1.001204,1.001333,1.001474,1.001626,1.001791,1.001971,1.002167,1.002381,1.002615,1.002871,1.003154,1.003467,1.003813,1.004197,1.004627,1.005109,1.005651,1.006264,1.006961,1.007758,1.008674,1.009733,1.010966,1.012413,1.014127,1.016177,1.01866,1.021713,1.025538,1.030422,1.036565,1.04253,1.037016,0.967903,0.64603,0.685349
206,0.647712,0.969595,1.038351,1.043659,1.037614,1.031437,1.026533,1.02269,1.019623,1.017127,1.015065,1.013342,1.011885,1.010644,1.009577,1.008655,1.007852,1.007149,1.00653,1.005981,1.005493,1.005057,1.004666,1.004313,1.003993,1.003703,1.003437,1.003194,1.002971,1.002765,1.002574,1.002398,1.002233,1.002079,1.001936,1.001801,1.001674,1.001555,1.001443,1.001337,1.001236,1.001141,1.001051,1.000965,1.000884,1.000807,1.000734,1.000665,1.0006,1.000538,1.000479,1.000424,1.000372,1.000323,1.000277,1.000235,1.000195,1.000159,1.000125,1.000095,1.000068,1.000043,1.000022,1.000004,0.999989,0.999978,0.999969,0.999964,0.999961,0.999963,0.999967,0.999975,0.999986,1.000001,1.00002,1.000042,1.000068,1.000097,1.000131,1.000169,1.00021,1.000257,1.000307,1.000363,1.000423,1.000489,1.00056,1.000637,1.00072,1.000809,1.000906,1.00101,1.001122,1.001243,1.001374,1.001516,1.001669,1.001836,1.002016,1.002213,1.002428,1.002663,1.002921,1.003204,1.003517,1.003864,1.00425,1.00468,1.005162,1.005705,1.006319,1.007017,1.007814,1.00873,1.009789,1.011023,1.012471,1.014185,1.016236,1.018718,1.021771,1.025597,1.030481,1.036625,1.042594,1.037087,0.967989,0.646115,0.685287
220,0.647615,0.969497,1.038271,1.043589,1.037548,1.031373,1.026469,1.022627,1.01956,1.017065,1.015004,1.01328,1.011824,1.010583,1.009518,1.008596,1.007793,1.00709,1.006471,1.005924,1.005436,1.005001,1.00461,1.004258,1.003939,1.003649,1.003384,1.003142,1.002919,1.002714,1.002524,1.002348,1.002185,1.002032,1.001889,1.001756,1.00163,1.001512,1.001401,1.001296,1.001196,1.001103,1.001014,1.000929,1.00085,1.000774,1.000703,1.000635,1.000571,1.00051,1.000453,1.000399,1.000349,1.000301,1.000257,1.000216,1.000178,1.000144,1.000112,1.000083,1.000058,1.000035,1.000016,1.0,0.999987,0.999977,0.99997,0.999966,0.999966,0.999969,0.999975,0.999985,0.999998,1.000015,1.000035,1.000059,1.000086,1.000118,1.000153,1.000192,1.000236,1.000284,1.000336,1.000393,1.000455,1.000523,1.000595,1.000674,1.000758,1.000849,1.000947,1.001053,1.001166,1.001289,1.001421,1.001564,1.001719,1.001886,1.002068,1.002266,1.002482,1.002718,1.002977,1.003262,1.003576,1.003923,1.00431,1.004741,1.005224,1.005768,1.006382,1.00708,1.007878,1.008795,1.009855,1.011089,1.012538,1.014253,1.016304,1.018787,1.021841,1.025667,1.030552,1.036698,1.04267,1.037175,0.968097,0.646222,0.685211
235,0.647497,0.969378,1.038175,1.043507,1.03747,1.031297,1.026394,1.022554,1.019487,1.016993,1.014933,1.01321,1.011754,1.010514,1.009449,1.008527,1.007725,1.007023,1.006405,1.005858,1.005371,1.004936,1.004546,1.004194,1.003876,1.003587,1.003323,1.003082,1.00286,1.002656,1.002467,1.002292,1.002129,1.001978,1.001836,1.001704,1.001579,1.001462,1.001352,1.001249,1.001151,1.001058,1.000971,1.000888,1.00081,1.000736,1.000666,1.0006,1.000537,1.000478,1.000423,1.000371,1.000322,1.000277,1.000235,1.000195,1.000159,1.000127,1.000097,1.00007,1.000046,1.000026,1.000009,0.999994,0.999983,0.999975,0.99997,0.999969,0.999971,0.999976,0.999984,0.999996,1.000011,1.00003,1.000052,1.000078,1.000107,1.000141,1.000178,1.000219,1.000265,1.000315,1.000369,1.000428,1.000492,1.000561,1.000635,1.000715,1.000802,1.000894,1.000994,1.001101,1.001217,1.001341,1.001475,1.001619,1.001775,1.001944,1.002127,1.002327,1.002544,1.002781,1.003041,1.003327,1.003642,1.003991,1.004378,1.004811,1.005295,1.005839,1.006454,1.007154,1.007952,1.00887,1.009931,1.011166,1.012615,1.014331,1.016383,1.018867,1.021922,1.025749,1.030636,1.036783,1.042762,1.037282,0.96823,0.646353,0.68512
249,0.64739,0.969271,1.038091,1.043436,1.037404,1.031233,1.026331,1.022492,1.019426,1.016933,1.014873,1.013151,1.011696,1.010456,1.009392,1.008471,1.007669,1.006968,1.00635,1.005803,1.005317,1.004883,1.004493,1.004142,1.003824,1.003536,1.003273,1.003032,1.002811,1.002608,1.00242,1.002245,1.002084,1.001933,1.001792,1.001661,1.001537,1.001421,1.001312,1.00121,1.001113,1.001022,1.000935,1.000854,1.000777,1.000704,1.000635,1.000571,1.00051,1.000452,1.000398,1.000347,1.0003,1.000256,1.000215,1.000178,1.000143,1.000112,1.000084,1.000059,1.000037,1.000018,1.000002,0.99999,0.99998,0.999974,0.999971,0.999971,0.999974,0.999981,0.999991,1.000005,1.000021,1.000042,1.000066,1.000093,1.000125,1.00016,1.000199,1.000242,1.000289,1.00034,1.000396,1.000456,1.000522,1.000592,1.000668,1.00075,1.000838,1.000932,1.001033,1.001141,1.001258,1.001384,1.001519,1.001664,1.001822,1.001992,1.002176,1.002376,1.002595,1.002833,1.003094,1.003381,1.003697,1.004046,1.004435,1.004868,1.005353,1.005898,1.006514,1.007214,1.008014,1.008932,1.009994,1.01123,1.01268,1.014397,1.01645,1.018935,1.021991,1.02582,1.030708,1.036858,1.042842,1.037376,0.96835,0.646473,0.685039
